,Unnamed: 0,FEATURE_ID,FEATURE_NAME,FEATURE_CLASS,STATE_ALPHA,STATE_NUMERIC,COUNTY_NAME,COUNTY_NUMERIC,PRIMARY_LAT_DMS,PRIM_LONG_DMS,PRIM_LAT_DEC,PRIM_LONG_DEC,SOURCE_LAT_DMS,SOURCE_LONG_DMS,SOURCE_LAT_DEC,SOURCE_LONG_DEC,ELEV_IN_M,ELEV_IN_FT,MAP_NAME,DATE_CREATED,DATE_EDITED
33186,1514912,1627126,City of Sterling Heights,Civil,MI,26,Macomb,99.0,423451N,0830150W,42.5808849,-83.03045290000001,,,,,187.0,614.0,Warren,09/01/1995,07/13/2018
33189,1514915,1627129,City of Sturgis,Civil,MI,26,St. Joseph,149.0,414801N,0852505W,41.8003258,-85.41816750000002,,,,,280.0,919.0,Sturgis,09/01/1995,07/14/2018
33205,1514931,1627145,City of Swartz Creek,Civil,MI,26,Genesee,49.0,425746N,0834933W,42.96264470000001,-83.82593,,,,,240.0,787.0,Swartz Creek,09/01/1995,07/14/2018
33209,1514935,1627149,City of Sylvan Lake,Civil,MI,26,Oakland,125.0,423702N,0831959W,42.617236,-83.3330704,,,,,287.0,942.0,Pontiac South,09/01/1995,07/14/2018
33212,1514938,1627152,City of Tawas City,Civil,MI,26,Iosco,69.0,441602N,0833122W,44.2672649,-83.5228923,,,,,179.0,587.0,Tawas City,09/01/1995,07/14/2018
33213,1514939,1627153,City of Taylor,Civil,MI,26,Wayne,163.0,421334N,0831608W,42.2260518,-83.2688108,,,,,188.0,617.0,Flat Rock NE,09/01/1995,07/13/2018
33215,1514941,1627155,City of Tecumseh,Civil,MI,26,Lenawee,91.0,420024N,0835642W,42.00665220000001,-83.94503950000002,,,,,244.0,801.0,Tecumseh North,09/01/1995,07/14/2018
33224,1514950,1627164,City of Three Rivers,Civil,MI,26,St. Joseph,149.0,415648N,0853741W,41.9465645,-85.62807059999999,,,,,242.0,794.0,Three Rivers West,09/01/1995,07/14/2018
33231,1514957,1627171,City of Traverse City,Civil,MI,26,Grand Traverse,55.0,444517N,0853613W,44.7546115,-85.603491,,,,,187.0,614.0,Traverse City SE,09/01/1995,07/14/2018
33232,1514958,1627172,City of Trenton,Civil,MI,26,Wayne,163.0,420822N,0831135W,42.139463,-83.19300179999998,,,,,178.0,584.0,Wyandotte,09/01/1995,07/13/2018
33236,1514962,1627176,City of Troy,Civil,MI,26,Oakland,125.0,423454N,0830845W,42.5817493,-83.1457395,,,,,209.0,686.0,Birmingham,09/01/1995,07/13/2018
33247,1514973,1627187,City of Utica,Civil,MI,26,Macomb,99.0,423744N,0830119W,42.6289457,-83.02195479999997,,,,,195.0,640.0,Utica,09/01/1995,07/14/2018
33250,1514976,1627190,City of Vassar,Civil,MI,26,Tuscola,157.0,432219N,0833437W,43.371894,-83.5769928,,,,,194.0,636.0,Vassar,09/01/1995,07/14/2018
33264,1514990,1627204,City of Wakefield,Civil,MI,26,Gogebic,53.0,462836N,0895601W,46.4766735,-89.93359029999998,,,,,465.0,1526.0,Wakefield,09/01/1995,07/13/2018
33269,1514995,1627209,City of Walker,Civil,MI,26,Kent,81.0,430052N,0854133W,43.0144751,-85.6925188,,,,,216.0,709.0,Cedar Springs SW,09/01/1995,07/13/2018
33270,1514996,1627210,City of Walled Lake,Civil,MI,26,Oakland,125.0,423217N,0832843W,42.5379286,-83.4786276,,,,,286.0,938.0,Walled Lake,09/01/1995,07/14/2018
33273,1514999,1627213,City of Warren,Civil,MI,26,Macomb,99.0,422936N,0830137W,42.4934346,-83.0270238,,,,,190.0,623.0,Highland Park,09/01/1995,07/13/2018
33284,1515010,1627224,City of Watervliet,Civil,MI,26,Berrien,21.0,421118N,0861527W,42.188306,-86.25760809999998,,,,,189.0,620.0,Coloma,09/01/1995,07/14/2018
33291,1515017,1627231,City of Wayland,Civil,MI,26,Allegan,5.0,424021N,0853827W,42.6725136,-85.6408017,,,,,236.0,774.0,Wayland,09/01/1995,07/13/2018
33294,1515020,1627234,City of Wayne,Civil,MI,26,Wayne,163.0,421639N,0832316W,42.2774477,-83.38771870000002,,,,,203.0,666.0,Wayne,09/01/1995,07/14/2018
33308,1515034,1627248,City of West Branch,Civil,MI,26,Ogemaw,129.0,441625N,0841410W,44.2735672,-84.236168,,,,,287.0,942.0,West Branch,09/01/1995,07/14/2018
33310,1515036,1627250,City of Westland,Civil,MI,26,Wayne,163.0,421909N,0832250W,42.31922470000001,-83.380538,,,,,199.0,653.0,Wayne,09/01/1995,07/14/2018
33319,1515045,1627259,City of White Cloud,Civil,MI,26,Newaygo,123.0,433315N,0854619W,43.554131700000006,-85.77204520000002,,,,,268.0,879.0,White Cloud,09/01/1995,07/13/2018
33322,1515048,1627262,City of Whitehall,Civil,MI,26,Muskegon,121.0,432401N,0862026W,43.4002416,-86.3405584,,,,,195.0,640.0,Montague,09/01/1995,07/14/2018
33330,1515056,1627270,City of Whittemore,Civil,MI,26,Iosco,69.0,441401N,0834812W,44.23372979999999,-83.80329499999998,,,,,237.0,778.0,Whittemore,09/01/1995,07/14/2018
33334,1515060,1627274,City of Williamston,Civil,MI,26,Ingham,65.0,424100N,0841701W,42.6834559,-84.28350400000002,,,,,272.0,892.0,Williamston,09/01/1995,07/14/2018
33345,1515071,1627285,City of Wixom,Civil,MI,26,Oakland,125.0,423128N,0833205W,42.5243442,-83.53462640000002,,,,,283.0,928.0,Milford,09/01/1995,07/14/2018
33347,1515073,1627287,City of Woodhaven,Civil,MI,26,Wayne,163.0,420755N,0831415W,42.13201220000001,-83.2373737,,,,,181.0,594.0,Wyandotte,09/01/1995,07/13/2018
33354,1515080,1627294,City of Wyandotte,Civil,MI,26,Wayne,163.0,421241N,0830921W,42.2112892,-83.1558066,,,,,177.0,581.0,Wyandotte,09/01/1995,07/14/2018
33355,1515081,1627295,City of Wyoming,Civil,MI,26,Kent,81.0,425327N,0854224W,42.8909062,-85.70665890000002,,,,,204.0,669.0,Grand Rapids West,09/01/1995,07/14/2018
33356,1515082,1627296,City of Yale,Civil,MI,26,St. Clair,147.0,430740N,0824750W,43.127727,-82.7973526,,,,,242.0,794.0,Yale,09/01/1995,07/14/2018
33360,1515086,1627300,City of Ypsilanti,Civil,MI,26,Washtenaw,161.0,421437N,0833714W,42.24369960000001,-83.6205365,,,,,228.0,748.0,Ypsilanti East,09/01/1995,07/13/2018
33362,1515088,1627302,City of Zeeland,Civil,MI,26,Ottawa,139.0,424850N,0860046W,42.8139179,-86.0128487,,,,,195.0,640.0,Holland East,09/01/1995,07/14/2018
33364,1515090,1627304,City of Zilwaukee,Civil,MI,26,Saginaw,145.0,432851N,0835520W,43.48088679999999,-83.9223367,,,,,178.0,584.0,Saginaw,09/01/1995,07/14/2018
33672,1583311,1702381,City of Baltimore,Civil,MD,24,Baltimore (city),510.0,391804N,0763638W,39.3009797,-76.6106469,,,,,11.0,36.0,Baltimore East,11/26/1996,02/24/2019
33793,1609690,1729742,Township of City of Orange,Civil,NJ,34,Essex,13.0,404605N,0741405W,40.7681859,-74.2347798,,,,,58.0,190.0,Orange,04/02/1997,07/05/2018
34388,1661840,1789068,City of Charlottesville,Civil,VA,51,Charlottesville (city),540.0,380215N,0782908W,38.0374915,-78.48549990000002,,,,,138.0,453.0,Charlottesville East,04/16/1998,02/24/2019
34389,1661841,1789069,City of Covington,Civil,VA,51,Covington (city),580.0,374643N,0795912W,37.7786162,-79.9867559,,,,,406.0,1332.0,Covington,04/16/1998,02/24/2019
34390,1661842,1789070,City of Fairfax,Civil,VA,51,Fairfax (city),600.0,385111N,0771759W,38.85309829999999,-77.2997881,,,,,115.0,377.0,Fairfax,04/16/1998,02/24/2019
34391,1661843,1789071,City of Lexington,Civil,VA,51,Lexington (city),678.0,374657N,0792638W,37.7825306,-79.4438938,,,,,328.0,1076.0,Lexington,04/16/1998,02/24/2019
34392,1661844,1789072,City of Martinsville,Civil,VA,51,Martinsville (city),690.0,364058N,0795149W,36.6826586,-79.8636318,,,,,320.0,1050.0,Martinsville East,04/16/1998,02/24/2019
34393,1661845,1789073,City of Richmond,Civil,VA,51,Richmond (city),760.0,373146N,0772832W,37.52944160000001,-77.475588,,,,,19.0,62.0,Richmond,04/16/1998,02/24/2019
34394,1661846,1789074,City of Salem,Civil,VA,51,Salem (city),775.0,371711N,0800320W,37.2863999,-80.0554754,,,,,311.0,1020.0,Salem,04/16/1998,02/24/2019
34395,1661847,1789075,City of Staunton,Civil,VA,51,Staunton (city),790.0,380933N,0790340W,38.1593008,-79.0611168,,,,,428.0,1404.0,Staunton,04/16/1998,02/25/2019
34396,1661848,1789076,City of Williamsburg,Civil,VA,51,Williamsburg (city),830.0,371609N,0764227W,37.2691768,-76.70759620000003,,,,,27.0,89.0,Williamsburg,04/16/1998,02/25/2019
34397,1661849,1789077,City of Winchester,Civil,VA,51,Winchester (city),840.0,391025N,0781029W,39.1735054,-78.1746436,,,,,226.0,741.0,Winchester,04/16/1998,02/24/2019
39924,1792213,1936018,City of Evansdale,Civil,IA,19,Black Hawk,13.0,422748N,0921635W,42.4634704,-92.2764679,,,,,255.0,837.0,Waterloo South,09/28/2001,07/14/2018
44576,1861437,2015546,City of Goleta,Civil,CA,6,Santa Barbara,83.0,342610N,1195135W,34.4360029,-119.8597101,,,,,13.0,43.0,Goleta,11/25/2003,07/14/2018
44648,1923300,2086676,City of Lower Burrell,Civil,PA,42,Westmoreland,129.0,403455N,0794250W,40.5818433,-79.7140186,,,,,285.0,935.0,New Kensington East,04/17/2006,07/14/2018
44684,1985379,2378267,City of Ansonia,Civil,CT,9,New Haven,9.0,412039N,0730408W,41.3442507,-73.06892890000002,,,,,29.0,95.0,Ansonia,02/11/2008,07/13/2018
44686,1985381,2378269,City of Bridgeport,Civil,CT,9,Fairfield,1.0,411114N,0731144W,41.1872277,-73.19549479999998,,,,,13.0,43.0,Bridgeport,02/11/2008,07/13/2018
44687,1985382,2378270,City of Bristol,Civil,CT,9,Hartford,3.0,414052N,0725627W,41.681152,-72.94069640000002,,,,,128.0,420.0,Bristol,02/11/2008,07/14/2018
44688,1985383,2378271,City of Danbury,Civil,CT,9,Fairfield,1.0,412406N,0732816W,41.4015631,-73.4710027,,,,,135.0,443.0,Danbury,02/11/2008,07/14/2018
44690,1985385,2378273,City of Derby,Civil,CT,9,New Haven,9.0,411935N,0730500W,41.3265067,-73.08330629999998,,,,,2.0,7.0,Ansonia,02/11/2008,07/14/2018
44692,1985387,2378275,City of Groton,Civil,CT,9,New London,11.0,411930N,0720414W,41.3251069,-72.07046240000003,,,,,15.0,49.0,New London,02/11/2008,07/14/2018
44694,1985389,2378277,City of Hartford,Civil,CT,9,Hartford,3.0,414558N,0724100W,41.76607070000001,-72.6834012,,,,,15.0,49.0,Hartford North,02/11/2008,07/14/2018
44697,1985392,2378280,City of Meriden,Civil,CT,9,New Haven,9.0,413212N,0724740W,41.536746,-72.794344,,,,,51.0,167.0,Meriden,02/11/2008,07/14/2018
44698,1985393,2378281,City of Middletown,Civil,CT,9,Middlesex,7.0,413251N,0723918W,41.5476359,-72.6548766,,,,,41.0,135.0,Middletown,02/11/2008,07/14/2018
44700,1985396,2378284,City of New Britain,Civil,CT,9,Hartford,3.0,414033N,0724710W,41.6758095,-72.7862263,,,,,63.0,207.0,New Britain,02/11/2008,07/14/2018
44701,1985397,2378285,City of New Haven,Civil,CT,9,New Haven,9.0,411837N,0725527W,41.31041079999999,-72.924252,,,,,8.0,26.0,New Haven,02/11/2008,07/14/2018
44702,1985398,2378286,City of New London,Civil,CT,9,New London,11.0,411958N,0720547W,41.3328551,-72.09627449999998,,,,,2.0,7.0,New London,02/11/2008,07/13/2018
44704,1985400,2378288,City of Norwalk,Civil,CT,9,Fairfield,1.0,410535N,0732510W,41.0929562,-73.41942579999998,,,,,5.0,16.0,Norwalk South,02/11/2008,07/14/2018
44705,1985401,2378289,City of Norwich,Civil,CT,9,New London,11.0,413258N,0720518W,41.5494781,-72.08827140000002,,,,,33.0,108.0,Norwich,02/11/2008,07/14/2018
44706,1985402,2378290,City of Shelton,Civil,CT,9,Fairfield,1.0,411822N,0730818W,41.305985,-73.1382765,,,,,121.0,397.0,Long Hill,02/11/2008,07/14/2018
44707,1985403,2378291,City of Stamford,Civil,CT,9,Fairfield,1.0,410442N,0733259W,41.0781951,-73.5497964,,,,,43.0,141.0,Stamford,02/11/2008,07/13/2018
44709,1985405,2378293,City of Torrington,Civil,CT,9,Litchfield,5.0,415006N,0730741W,41.8349498,-73.1281498,,,,,308.0,1010.0,West Torrington,02/11/2008,07/14/2018
44710,1985406,2378294,City of Waterbury,Civil,CT,9,New Haven,9.0,413330N,0730210W,41.5582447,-73.03613059999998,,,,,101.0,331.0,Waterbury,02/11/2008,07/14/2018
44711,1985407,2378295,City of West Haven,Civil,CT,9,New Haven,9.0,411626N,0725801W,41.2738506,-72.9669592,,,,,14.0,46.0,New Haven,02/11/2008,07/14/2018
44750,1985446,2378334,City of Milford,Civil,CT,9,New Haven,9.0,411325N,0730332W,41.22372360000001,-73.05882700000002,,,,,10.0,33.0,Milford,02/11/2008,
44868,1988165,2390561,City of Aberdeen,Civil,MD,24,Harford,25.0,393053N,0761022W,39.5145908,-76.1728995,,,,,33.0,108.0,Aberdeen,02/19/2008,07/14/2018
44869,1988166,2390562,City of Annapolis,Civil,MD,24,Anne Arundel,3.0,385814N,0763014W,38.9706478,-76.5039204,,,,,2.0,7.0,South River,02/19/2008,07/14/2018
44870,1988167,2390563,City of Beckley,Civil,WV,54,Raleigh,81.0,374627N,0811052W,37.7740629,-81.181208,,,,,732.0,2402.0,Beckley,02/19/2008,07/14/2018
44871,1988168,2390564,City of Belmont,Civil,WV,54,Pleasants,73.0,392243N,0811548W,39.3786584,-81.26339190000002,,,,,196.0,643.0,Belmont,02/19/2008,07/14/2018
44872,1988169,2390565,City of Benwood,Civil,WV,54,Marshall,51.0,400050N,0804358W,40.01392620000001,-80.7329032,,,,,239.0,784.0,Wheeling,02/19/2008,07/14/2018
44873,1988170,2390566,City of Bluefield,Civil,WV,54,Mercer,55.0,371538N,0811256W,37.2605144,-81.2154843,,,,,804.0,2638.0,Bluefield,02/19/2008,07/14/2018
44874,1988171,2390567,City of Bowie,Civil,MD,24,Prince George's,33.0,385727N,0764431W,38.9574313,-76.74206020000003,,,,,43.0,141.0,Bowie,02/19/2008,07/13/2018
44875,1988172,2390568,City of Bridgeport,Civil,WV,54,Harrison,33.0,391813N,0801451W,39.30362150000001,-80.24761170000002,,,,,365.0,1197.0,Rosemont,02/19/2008,07/14/2018
44876,1988173,2390569,City of Brunswick,Civil,MD,24,Frederick,21.0,391905N,0773731W,39.3180768,-77.6251842,,,,,130.0,427.0,Harpers Ferry,02/19/2008,07/13/2018
44877,1988174,2390570,City of Buckhannon,Civil,WV,54,Upshur,97.0,385934N,0801340W,38.9927912,-80.2278513,,,,,431.0,1414.0,Buckhannon,02/19/2008,07/13/2018
44878,1988175,2390571,City of Cambridge,Civil,MD,24,Dorchester,19.0,383320N,0760432W,38.5556508,-76.07557249999998,,,,,7.0,23.0,Cambridge,02/19/2008,07/14/2018
44879,1988176,2390572,City of Cameron,Civil,WV,54,Marshall,51.0,394941N,0803409W,39.8279251,-80.5691754,,,,,376.0,1234.0,Cameron,02/19/2008,07/14/2018
44880,1988177,2390573,City of Ceredo,Civil,WV,54,Wayne,99.0,382343N,0823315W,38.3951584,-82.5540704,,,,,158.0,518.0,Catlettsburg,02/19/2008,07/14/2018
44881,1988178,2390574,City of Charles Town,Civil,WV,54,Jefferson,37.0,391555N,0775130W,39.2651918,-77.85842650000002,,,,,141.0,463.0,Charles Town,02/19/2008,07/13/2018
44882,1988179,2390575,City of Charleston,Civil,WV,54,Kanawha,39.0,382054N,0813756W,38.3484344,-81.6321888,,,,,182.0,597.0,Charleston West,02/19/2008,07/14/2018
44883,1988180,2390576,City of Chester,Civil,WV,54,Hancock,29.0,403647N,0803346W,40.6129238,-80.5627291,,,,,214.0,702.0,East Liverpool South,02/19/2008,07/14/2018
44884,1988181,2390577,City of Clarksburg,Civil,WV,54,Harrison,33.0,391644N,0802003W,39.2789838,-80.334152,,,,,292.0,958.0,Clarksburg,02/19/2008,07/14/2018
44885,1988182,2390578,City of College Park,Civil,MD,24,Prince George's,33.0,385946N,0765601W,38.9961302,-76.93370379999998,,,,,21.0,69.0,Washington East,02/19/2008,07/14/2018
44886,1988183,2390579,City of Crisfield,Civil,MD,24,Somerset,39.0,375843N,0755122W,37.9785758,-75.8561035,,,,,1.0,3.0,Crisfield,02/19/2008,07/14/2018
44887,1988184,2390580,City of Cumberland,Civil,MD,24,Allegany,1.0,393906N,0784530W,39.6516143,-78.7582257,,,,,195.0,640.0,Cumberland,02/19/2008,07/13/2018
44888,1988185,2390581,City of Delaware City,Civil,DE,10,New Castle,3.0,393427N,0753538W,39.57427970000001,-75.594,,,,,4.0,13.0,Delaware City,02/19/2008,07/13/2018
44889,1988186,2390582,City of District Heights,Civil,MD,24,Prince George's,33.0,385132N,0765318W,38.8588657,-76.8884436,,,,,82.0,269.0,Anacostia,02/19/2008,07/13/2018
44890,1988187,2390583,City of Dover,Civil,DE,10,Kent,1.0,390937N,0753113W,39.160326,-75.5202796,,,,,2.0,7.0,Dover,02/19/2008,07/14/2018
44891,1988188,2390584,City of Dunbar,Civil,WV,54,Kanawha,39.0,382207N,0814404W,38.368746,-81.7345572,,,,,258.0,846.0,Charleston West,02/19/2008,07/14/2018
44892,1988189,2390585,City of Elkins,Civil,WV,54,Randolph,83.0,385526N,0795115W,38.9237874,-79.85403520000001,,,,,580.0,1903.0,Elkins,02/19/2008,07/14/2018
44893,1988190,2390586,City of Fairmont,Civil,WV,54,Marion,49.0,392837N,0800856W,39.4768093,-80.1489818,,,,,300.0,984.0,Fairmont West,02/19/2008,07/14/2018
44894,1988191,2390587,City of Follansbee,Civil,WV,54,Brooke,9.0,402018N,0803551W,40.3384374,-80.59749190000002,,,,,220.0,722.0,Steubenville East,02/19/2008,07/14/2018
44895,1988192,2390588,City of Frederick,Civil,MD,24,Frederick,21.0,392601N,0772456W,39.43351129999999,-77.4156686,,,,,105.0,344.0,Frederick,02/19/2008,07/14/2018
44896,1988193,2390589,City of Frostburg,Civil,MD,24,Allegany,1.0,393902N,0785537W,39.6506026,-78.9268744,,,,,606.0,1988.0,Frostburg,02/19/2008,07/13/2018
44897,1988194,2390590,City of Fruitland,Civil,MD,24,Wicomico,45.0,381917N,0753729W,38.32138079999999,-75.6246903,,,,,10.0,33.0,Salisbury,02/19/2008,07/14/2018
44898,1988195,2390591,City of Gaithersburg,Civil,MD,24,Montgomery,31.0,390749N,0771358W,39.1303198,-77.2327047,,,,,133.0,436.0,Gaithersburg,02/19/2008,07/14/2018
44899,1988196,2390592,City of Gary,Civil,WV,54,McDowell,47.0,372146N,0813201W,37.3626836,-81.53367850000002,,,,,435.0,1427.0,Gary,02/19/2008,07/14/2018
44900,1988197,2390593,City of Glen Dale,Civil,WV,54,Marshall,51.0,395648N,0804523W,39.9466566,-80.75629709999998,,,,,205.0,673.0,Businessburg,02/19/2008,07/14/2018
44901,1988198,2390594,City of Glenarden,Civil,MD,24,Prince George's,33.0,385545N,0765128W,38.9292875,-76.8576921,,,,,38.0,125.0,Lanham,02/19/2008,07/13/2018
44902,1988199,2390595,City of Grafton,Civil,WV,54,Taylor,91.0,392027N,0800058W,39.3409138,-80.01619840000002,,,,,319.0,1047.0,Grafton,02/19/2008,07/14/2018
44903,1988200,2390596,City of Greenbelt,Civil,MD,24,Prince George's,33.0,385943N,0765318W,38.9952825,-76.88846640000001,,,,,44.0,144.0,Washington East,02/19/2008,07/14/2018
44904,1988201,2390597,City of Hagerstown,Civil,MD,24,Washington,43.0,393824N,0774318W,39.6401203,-77.7216507,,,,,169.0,554.0,Hagerstown,02/19/2008,07/13/2018
44905,1988202,2390598,City of Harrington,Civil,DE,10,Kent,1.0,385528N,0753414W,38.9243784,-75.5706712,,,,,16.0,52.0,Harrington,02/19/2008,07/14/2018
44906,1988203,2390599,City of Havre de Grace,Civil,MD,24,Harford,25.0,393253N,0760652W,39.5480739,-76.1145444,,,,,48.0,157.0,Havre De Grace,02/19/2008,07/13/2018
44907,1988204,2390600,City of Hinton,Civil,WV,54,Summers,89.0,373850N,0805243W,37.6473425,-80.8787495,,,,,478.0,1568.0,Hinton,02/19/2008,07/14/2018
44908,1988205,2390601,City of Huntington,Civil,WV,54,Cabell,11.0,382439N,0822605W,38.41088970000001,-82.4345895,,,,,172.0,564.0,Huntington,02/19/2008,07/14/2018
44909,1988206,2390602,City of Hurricane,Civil,WV,54,Putnam,79.0,382545N,0820101W,38.4292822,-82.0169819,,,,,204.0,669.0,Hurricane,02/19/2008,07/14/2018
44910,1988207,2390603,City of Hyattsville,Civil,MD,24,Prince George's,33.0,385740N,0765717W,38.9611441,-76.9547728,,,,,42.0,138.0,Washington East,02/19/2008,07/14/2018
44911,1988208,2390604,City of Kenova,Civil,WV,54,Wayne,99.0,382410N,0823457W,38.4028654,-82.5824428,,,,,166.0,545.0,Catlettsburg,02/19/2008,07/14/2018
44912,1988209,2390605,City of Keyser,Civil,WV,54,Mineral,57.0,392622N,0785856W,39.4393891,-78.9821455,,,,,285.0,935.0,Keyser,02/19/2008,07/13/2018
44913,1988210,2390606,City of Keystone,Civil,WV,54,McDowell,47.0,372457N,0812646W,37.4158096,-81.4461666,,,,,509.0,1670.0,Keystone,02/19/2008,07/14/2018
44914,1988211,2390607,City of Kingwood,Civil,WV,54,Preston,77.0,392819N,0794056W,39.4719554,-79.6822582,,,,,546.0,1791.0,Kingwood,02/19/2008,07/14/2018
44915,1988212,2390608,City of Laurel,Civil,MD,24,Prince George's,33.0,390542N,0765143W,39.0950022,-76.8619309,,,,,67.0,220.0,Laurel,02/19/2008,07/14/2018
44916,1988213,2390609,City of Lewes,Civil,DE,10,Sussex,5.0,384647N,0750845W,38.7797862,-75.1457022,,,,,0.0,0.0,Lewes,02/19/2008,07/14/2018
44917,1988214,2390610,City of Lewisburg,Civil,WV,54,Greenbrier,25.0,374835N,0802557W,37.8096045,-80.4326343,,,,,656.0,2152.0,Lewisburg,02/19/2008,07/13/2018
44918,1988215,2390611,City of Logan,Civil,WV,54,Logan,45.0,375103N,0815909W,37.8508524,-81.98571209999999,,,,,261.0,856.0,Logan,02/19/2008,07/14/2018
44919,1988216,2390612,City of Madison,Civil,WV,54,Boone,5.0,380347N,0814817W,38.0631302,-81.80462779999998,,,,,407.0,1335.0,Madison,02/19/2008,07/14/2018
44920,1988217,2390613,City of Mannington,Civil,WV,54,Marion,49.0,393139N,0802028W,39.527377,-80.3409989,,,,,314.0,1030.0,Mannington,02/19/2008,07/14/2018
44921,1988218,2390614,City of Marmet,Civil,WV,54,Kanawha,39.0,381445N,0813416W,38.2458248,-81.5711501,,,,,231.0,758.0,Belle,02/19/2008,07/14/2018
44922,1988219,2390615,City of Martinsburg,Civil,WV,54,Berkeley,3.0,392730N,0775840W,39.4582354,-77.9776468,,,,,151.0,495.0,Martinsburg,02/19/2008,07/13/2018
44923,1988220,2390616,City of McMechen,Civil,WV,54,Marshall,51.0,395907N,0804401W,39.98530750000001,-80.7335557,,,,,199.0,653.0,Moundsville,02/19/2008,07/14/2018
44924,1988221,2390617,City of Milford,Civil,DE,10,Sussex,5.0,385433N,0752521W,38.9091206,-75.4224664,,,,,7.0,23.0,Milford,02/19/2008,07/14/2018
44925,1988222,2390618,City of Montgomery,Civil,WV,54,Fayette,19.0,381027N,0811927W,38.1741044,-81.32409559999998,,,,,445.0,1460.0,Montgomery,02/19/2008,07/14/2018
44926,1988223,2390619,City of Morgantown,Civil,WV,54,Monongalia,61.0,393817N,0795649W,39.63798370000001,-79.9468088,,,,,358.0,1175.0,Morgantown North,02/19/2008,07/14/2018
44927,1988224,2390620,City of Moundsville,Civil,WV,54,Marshall,51.0,395520N,0804431W,39.9221412,-80.7419909,,,,,214.0,702.0,Moundsville,02/19/2008,07/14/2018
44928,1988225,2390621,City of Mount Hope,Civil,WV,54,Fayette,19.0,375336N,0811019W,37.8934293,-81.1719405,,,,,574.0,1883.0,Oak Hill,02/19/2008,07/14/2018
44929,1988226,2390622,City of Mount Rainier,Civil,MD,24,Prince George's,33.0,385632N,0765752W,38.942353,-76.96447629999999,,,,,24.0,79.0,Washington East,02/19/2008,07/14/2018
44930,1988227,2390623,City of Mullens,Civil,WV,54,Wyoming,109.0,373452N,0812308W,37.5811857,-81.38549350000002,,,,,485.0,1591.0,Mullens,02/19/2008,07/13/2018
44931,1988228,2390624,City of New Carrollton,Civil,MD,24,Prince George's,33.0,385756N,0765238W,38.9655034,-76.8773338,,,,,33.0,108.0,Washington East,02/19/2008,07/14/2018
44932,1988229,2390625,City of New Castle,Civil,DE,10,New Castle,3.0,394007N,0753407W,39.6686066,-75.56851490000003,,,,,0.0,0.0,Wilmington South,02/19/2008,07/13/2018
44933,1988230,2390626,City of New Cumberland,Civil,WV,54,Hancock,29.0,402947N,0803634W,40.4964492,-80.6093245,,,,,204.0,669.0,Weirton,02/19/2008,07/14/2018
44934,1988231,2390627,City of New Martinsville,Civil,WV,54,Wetzel,103.0,393837N,0805145W,39.643636,-80.86255820000002,,,,,192.0,630.0,New Martinsville,02/19/2008,07/14/2018
44935,1988232,2390628,City of Newark,Civil,DE,10,New Castle,3.0,394039N,0754526W,39.6775685,-75.75730259999997,,,,,39.0,128.0,Newark West,02/19/2008,07/14/2018
44936,1988233,2390629,City of Nitro,Civil,WV,54,Kanawha,39.0,382342N,0814951W,38.394917,-81.830713,,,,,180.0,591.0,Saint Albans,02/19/2008,07/14/2018
44937,1988234,2390630,City of Oak Hill,Civil,WV,54,Fayette,19.0,375843N,0810539W,37.9786876,-81.094216,,,,,584.0,1916.0,Thurmond,02/19/2008,07/14/2018
44938,1988235,2390631,City of Paden City,Civil,WV,54,Wetzel,103.0,393613N,0805606W,39.6034975,-80.9349265,,,,,201.0,659.0,Paden City,02/19/2008,07/14/2018
44939,1988236,2390632,City of Parkersburg,Civil,WV,54,Wood,107.0,391544N,0813231W,39.2623405,-81.5418537,,,,,193.0,633.0,Parkersburg,02/19/2008,07/14/2018
44940,1988237,2390633,City of Parsons,Civil,WV,54,Tucker,93.0,390539N,0794043W,39.0941779,-79.6785279,,,,,502.0,1647.0,Parsons,02/19/2008,07/14/2018
44941,1988238,2390634,City of Pennsboro,Civil,WV,54,Ritchie,85.0,391701N,0805758W,39.2835139,-80.9662463,,,,,255.0,837.0,Pennsboro,02/19/2008,07/14/2018
44942,1988239,2390635,City of Petersburg,Civil,WV,54,Grant,23.0,385945N,0790740W,38.9956989,-79.1276892,,,,,289.0,948.0,Petersburg West,02/19/2008,07/13/2018
44943,1988240,2390636,City of Philippi,Civil,WV,54,Barbour,1.0,390856N,0800231W,39.14878529999999,-80.0419278,,,,,449.0,1473.0,Philippi,02/19/2008,07/14/2018
44944,1988241,2390637,City of Pleasant Valley,Civil,WV,54,Marion,49.0,392702N,0800919W,39.4504621,-80.15517870000002,,,,,361.0,1184.0,Fairmont West,02/19/2008,07/14/2018
44945,1988242,2390638,City of Pocomoke City,Civil,MD,24,Worcester,47.0,380348N,0753319W,38.0634583,-75.55525229999998,,,,,8.0,26.0,Pocomoke City,02/19/2008,07/14/2018
44946,1988243,2390639,City of Point Pleasant,Civil,WV,54,Mason,53.0,385111N,0820749W,38.8529845,-82.13026009999999,,,,,173.0,568.0,Gallipolis,02/19/2008,07/14/2018
44947,1988244,2390640,City of Princeton,Civil,WV,54,Mercer,55.0,372208N,0810546W,37.3688381,-81.0960666,,,,,741.0,2431.0,Princeton,02/19/2008,07/14/2018
