,Unnamed: 0,p_GEO.id2,p_GEO.display-label,p_HC01_VC03,state,abbr,region,result,url
738,7436,1801468,"Anderson city, Indiana",54986,Indiana,IN,Anderson,"Anderson, IN",https://muncie.craigslist.org/?search_distance=9.8&postal=46014
1100,12134,2656320,"Muskegon city, Michigan",38189,Michigan,MI,Muskegon,"Muskegon, MI",https://muskegon.craigslist.org/?search_distance=12.4&postal=49443
2647,19539,3928826,"Fremont city, Ohio",16265,Ohio,OH,Fremont,"Fremont, OH",https://muskegon.craigslist.org/?search_distance=12.7&postal=49413
3711,11943,2633340,"Grand Haven city, Michigan",10929,Michigan,MI,Grand Haven,"Grand Haven, MI",https://muskegon.craigslist.org/?search_distance=5.1&postal=49417
1391,23538,4549075,"Myrtle Beach city, South Carolina",30760,South Carolina,SC,Myrtle Beach,"Myrtle Beach, SC",https://myrtlebeach.craigslist.org/?search_distance=13.7&postal=29575
2044,23375,4516405,"Conway city, South Carolina",21534,South Carolina,SC,Conway,"Conway, SC",https://myrtlebeach.craigslist.org/?search_distance=19.1&postal=29526
2769,23552,4551280,"North Myrtle Beach city, South Carolina",15510,South Carolina,SC,North Myrtle Beach,"North Myrtle Beach, SC",https://myrtlebeach.craigslist.org/?search_distance=6&postal=29597
1272,25595,4850256,"Nacogdoches city, Texas",33589,Texas,TX,Nacogdoches,"Nacogdoches, TX",https://nacogdoches.craigslist.org/?search_distance=16.9&postal=75961
1189,25470,4845072,"Lufkin city, Texas",35888,Texas,TX,Lufkin,"Lufkin, TX",https://nacogdoches.craigslist.org/?search_distance=18.7&postal=75915
1434,24309,4741520,"Lebanon city, Tennessee",30212,Tennessee,TN,Lebanon,"Lebanon, TN",https://nashville.craigslist.org/?search_distance=10.5&postal=37087
1221,24307,4741200,"La Vergne city, Tennessee",34905,Tennessee,TN,La Vergne,"La Vergne, TN",https://nashville.craigslist.org/?search_distance=10.5&postal=37089
1160,24173,4716540,"Columbia city, Tennessee",36635,Tennessee,TN,Columbia,"Columbia, TN",https://nashville.craigslist.org/?search_distance=11.6&postal=38402
223,24364,4751560,"Murfreesboro city, Tennessee",126188,Tennessee,TN,Murfreesboro,"Murfreesboro, TN",https://nashville.craigslist.org/?search_distance=11.8&postal=37127
505,24234,4727740,"Franklin city, Tennessee",72990,Tennessee,TN,Franklin,"Franklin, TN",https://nashville.craigslist.org/?search_distance=13.5&postal=37069
24,24365,4752006,"Nashville-Davidson metropolitan government (balance), Tennessee",654187,Tennessee,TN,Nashville-Davidson metropolitan government (balance),no result,https://nashville.craigslist.org/?search_distance=22.7&postal=37205
994,24135,4708280,"Brentwood city, Tennessee",41524,Tennessee,TN,Brentwood,"Brentwood, TN",https://nashville.craigslist.org/?search_distance=5.8&postal=37027
3666,24509,4780200,"White House city, Tennessee",11107,Tennessee,TN,White House,"White House, TN",https://nashville.craigslist.org/?search_distance=5.9&postal=37188
2552,24248,4729920,"Goodlettsville city, Tennessee",16935,Tennessee,TN,Goodlettsville,"Goodlettsville, TN",https://nashville.craigslist.org/?search_distance=6.3&postal=37072
723,24269,4733280,"Hendersonville city, Tennessee",55635,Tennessee,TN,Hendersonville,"Hendersonville, TN",https://nashville.craigslist.org/?search_distance=6.9&postal=37077
890,24452,4769420,"Smyrna town, Tennessee",46885,Tennessee,TN,Smyrna,"Smyrna, TN",https://nashville.craigslist.org/?search_distance=8.1&postal=37167
2580,24463,4770500,"Springfield city, Tennessee",16692,Tennessee,TN,Springfield,"Springfield, TN",https://nashville.craigslist.org/?search_distance=8.3&postal=37172
1234,24239,4728540,"Gallatin city, Tennessee",34495,Tennessee,TN,Gallatin,"Gallatin, TN",https://nashville.craigslist.org/?search_distance=8.7&postal=37066
1365,24360,4750780,"Mount Juliet city, Tennessee",31397,Tennessee,TN,Mount Juliet,"Mount Juliet, TN",https://nashville.craigslist.org/?search_distance=8.9&postal=37122
1180,24464,4770580,"Spring Hill city, Tennessee",35995,Tennessee,TN,Spring Hill,"Spring Hill, TN",https://nashville.craigslist.org/?search_distance=8.9&postal=37174
3573,24311,4741860,"Lewisburg city, Tennessee",11457,Tennessee,TN,Lewisburg,"Lewisburg, TN",https://nashville.craigslist.org/?search_distance=9.8&postal=37091
3366,13320,2808820,"Brookhaven city, Mississippi",12289,Mississippi,MS,Brookhaven,"Brookhaven, MS",https://natchez.craigslist.org/?search_distance=15.5&postal=39603
2824,13501,2850440,"Natchez city, Mississippi",15191,Mississippi,MS,Natchez,"Natchez, MS",https://natchez.craigslist.org/?search_distance=18.2&postal=39121
2792,18962,3840580,"Jamestown city, North Dakota",15367,North Dakota,ND,Jamestown,"Jamestown, ND",https://nd.craigslist.org/?search_distance=17&postal=58405
859,19026,3853380,"Minot city, North Dakota",48171,North Dakota,ND,Minot,"Minot, ND",https://nd.craigslist.org/?search_distance=19&postal=58702
1990,24066,4669300,"Watertown city, South Dakota",22083,South Dakota,SD,Watertown,"Watertown, SD",https://nesd.craigslist.org/?search_distance=11.7&postal=57201
1550,23700,4600100,"Aberdeen city, South Dakota",27925,South Dakota,SD,Aberdeen,"Aberdeen, SD",https://nesd.craigslist.org/?search_distance=17.4&postal=57401
2310,3910,901150,"Ansonia city, Connecticut",18953,Connecticut,CT,Ansonia,"Ansonia, CT",https://newhaven.craigslist.org/?search_distance=2.3&postal=06401
1483,3943,922980,"East Haven CDP, Connecticut",29006,Connecticut,CT,East Haven,"East Haven, CT",https://newhaven.craigslist.org/?search_distance=2.6&postal=06512
736,4043,982800,"West Haven city, Connecticut",55044,Connecticut,CT,West Haven,"West Haven, CT",https://newhaven.craigslist.org/?search_distance=2.9&postal=06516
3286,3938,919480,"Derby city, Connecticut",12700,Connecticut,CT,Derby,"Derby, CT",https://newhaven.craigslist.org/?search_distance=3.1&postal=06418
1356,3975,949880,"Naugatuck borough, Connecticut",31649,Connecticut,CT,Naugatuck borough,no result,https://newhaven.craigslist.org/?search_distance=3.2&postal=06770
3007,3997,957670,"Orange CDP, Connecticut",13981,Connecticut,CT,Orange,"Orange, CT",https://newhaven.craigslist.org/?search_distance=3.3&postal=06477
1554,4044,983570,"Westport CDP, Connecticut",27777,Connecticut,CT,Westport,"Westport, CT",https://newhaven.craigslist.org/?search_distance=3.3&postal=06889
1164,4034,977270,"Trumbull CDP, Connecticut",36455,Connecticut,CT,Trumbull,"Trumbull, CT",https://newhaven.craigslist.org/?search_distance=3.6&postal=06611
1845,3989,954940,"North Haven CDP, Connecticut",23877,Connecticut,CT,North Haven,"North Haven, CT",https://newhaven.craigslist.org/?search_distance=3.7&postal=06473
181,3917,908000,"Bridgeport city, Connecticut",147586,Connecticut,CT,Bridgeport,"Bridgeport, CT",https://newhaven.craigslist.org/?search_distance=4&postal=06605
777,4026,974260,"Stratford CDP, Connecticut",52529,Connecticut,CT,Stratford,"Stratford, CT",https://newhaven.craigslist.org/?search_distance=4.1&postal=06614
782,3971,947515,"Milford city (balance), Connecticut",52331,Connecticut,CT,Milford,"Milford, CT",https://newhaven.craigslist.org/?search_distance=4.6&postal=06460
1006,4013,968100,"Shelton city, Connecticut",41282,Connecticut,CT,Shelton,"Shelton, CT",https://newhaven.craigslist.org/?search_distance=4.6&postal=06484
650,3969,946450,"Meriden city, Connecticut",60241,Connecticut,CT,Meriden,"Meriden, CT",https://newhaven.craigslist.org/?search_distance=4.9&postal=06450
274,4036,980000,"Waterbury city, Connecticut",109250,Connecticut,CT,Waterbury,"Waterbury, CT",https://newhaven.craigslist.org/?search_distance=5.7&postal=06705
208,3978,952000,"New Haven city, Connecticut",130884,Connecticut,CT,New Haven,"New Haven, CT",https://newhaven.craigslist.org/?search_distance=8.4&postal=06540
3510,16355,3476490,"Wallington borough, New Jersey",11701,New Jersey,NJ,Wallington borough,no result,https://newjersey.craigslist.org/?search_distance=1&postal=07057
3394,16053,3430420,"Hasbrouck Heights borough, New Jersey",12205,New Jersey,NJ,Hasbrouck Heights borough,no result,https://newjersey.craigslist.org/?search_distance=1.1&postal=07604
3656,17094,3620698,"Dobbs Ferry village, New York",11141,New York,NY,Dobbs Ferry,"Dobbs Ferry, NY",https://newjersey.craigslist.org/?search_distance=1.1&postal=10522
1349,16019,3425770,"Garfield city, New Jersey",31808,New Jersey,NJ,Garfield,"Garfield, NJ",https://newjersey.craigslist.org/?search_distance=1.3&postal=07026
2441,15969,3418400,"Dumont borough, New Jersey",17882,New Jersey,NJ,Dumont borough,no result,https://newjersey.craigslist.org/?search_distance=1.3&postal=07628
1762,16118,3441100,"Lodi borough, New Jersey",24805,New Jersey,NJ,Lodi borough,no result,https://newjersey.craigslist.org/?search_distance=1.3&postal=07644
3215,16255,3462940,"Ridgefield Park village, New Jersey",13070,New Jersey,NJ,Ridgefield Park,"Ridgefield Park, NJ",https://newjersey.craigslist.org/?search_distance=1.3&postal=07660
521,16209,3456550,"Passaic city, New Jersey",71057,New Jersey,NJ,Passaic,"Passaic, NJ",https://newjersey.craigslist.org/?search_distance=1.4&postal=07055
2162,15985,3421300,"Elmwood Park borough, New Jersey",20293,New Jersey,NJ,Elmwood Park borough,no result,https://newjersey.craigslist.org/?search_distance=1.4&postal=07407
3829,16063,3431920,"Hillsdale borough, New Jersey",10520,New Jersey,NJ,Hillsdale borough,no result,https://newjersey.craigslist.org/?search_distance=1.4&postal=07642
3709,16115,3440680,"Little Ferry borough, New Jersey",10942,New Jersey,NJ,Little Ferry borough,no result,https://newjersey.craigslist.org/?search_distance=1.4&postal=07643
2303,16055,3430570,"Hawthorne borough, New Jersey",19065,New Jersey,NJ,Hawthorne borough,no result,https://newjersey.craigslist.org/?search_distance=1.5&postal=07506
926,16037,3428680,"Hackensack city, New Jersey",44673,New Jersey,NJ,Hackensack,"Hackensack, NJ",https://newjersey.craigslist.org/?search_distance=1.5&postal=07601
1562,15888,3405170,"Bergenfield borough, New Jersey",27694,New Jersey,NJ,Bergenfield borough,no result,https://newjersey.craigslist.org/?search_distance=1.5&postal=07621
2183,17109,3621809,"Eastchester CDP, New York",20099,New York,NY,Eastchester,"Eastchester, NY",https://newjersey.craigslist.org/?search_distance=1.5&postal=10709
3873,17979,3680203,"West Haverstraw village, New York",10353,New York,NY,West Haverstraw,"West Haverstraw, NY",https://newjersey.craigslist.org/?search_distance=1.5&postal=10993
2572,16174,3451660,"New Milford borough, New Jersey",16760,New Jersey,NJ,New Milford borough,no result,https://newjersey.craigslist.org/?search_distance=1.6&postal=07646
3522,16260,3463360,"River Edge borough, New Jersey",11648,New Jersey,NJ,River Edge borough,no result,https://newjersey.craigslist.org/?search_distance=1.6&postal=07661
1285,15995,3422470,"Fair Lawn borough, New Jersey",33447,New Jersey,NJ,Fair Lawn borough,no result,https://newjersey.craigslist.org/?search_distance=1.7&postal=07410
1508,15988,3421480,"Englewood city, New Jersey",28509,New Jersey,NJ,Englewood,"Englewood, NJ",https://newjersey.craigslist.org/?search_distance=1.7&postal=07631
1610,16207,3455950,"Paramus borough, New Jersey",26919,New Jersey,NJ,Paramus borough,no result,https://newjersey.craigslist.org/?search_distance=1.7&postal=07652
2868,16328,3472420,"Tenafly borough, New Jersey",14882,New Jersey,NJ,Tenafly borough,no result,https://newjersey.craigslist.org/?search_distance=1.7&postal=07670
580,15975,3419390,"East Orange city, New Jersey",65151,New Jersey,NJ,East Orange,"East Orange, NJ",https://newjersey.craigslist.org/?search_distance=1.8&postal=07017
2355,16277,3465280,"Rutherford borough, New Jersey",18622,New Jersey,NJ,Rutherford borough,no result,https://newjersey.craigslist.org/?search_distance=1.8&postal=07070
3450,16027,3426640,"Glen Rock borough, New Jersey",11962,New Jersey,NJ,Glen Rock borough,no result,https://newjersey.craigslist.org/?search_distance=1.8&postal=07452
3910,17917,3676661,"Valley Cottage CDP, New York",10230,New York,NY,Valley Cottage,"Valley Cottage, NY",https://newjersey.craigslist.org/?search_distance=1.8&postal=10989
2670,17644,3656902,"Pearl River CDP, New York",16116,New York,NY,Pearl River,"Pearl River, NY",https://newjersey.craigslist.org/?search_distance=1.9&postal=10965
2443,17783,3665431,"Scarsdale village, New York",17856,New York,NY,Scarsdale,"Scarsdale, NY",https://newjersey.craigslist.org/?search_distance=2.1&postal=10583
2389,17522,3649407,"Nanuet CDP, New York",18312,New York,NY,Nanuet,"Nanuet, NY",https://newjersey.craigslist.org/?search_distance=2.1&postal=10954
3626,16371,3480270,"Westwood borough, New Jersey",11246,New Jersey,NJ,Westwood borough,no result,https://newjersey.craigslist.org/?search_distance=2.2&postal=07675
3248,17867,3671663,"Stony Point CDP, New York",12920,New York,NY,Stony Point,"Stony Point, NY",https://newjersey.craigslist.org/?search_distance=2.2&postal=10980
3843,16110,3440290,"Lincoln Park borough, New Jersey",10464,New Jersey,NJ,Lincoln Park borough,no result,https://newjersey.craigslist.org/?search_distance=2.3&postal=07035
3639,16234,3460090,"Pompton Lakes borough, New Jersey",11205,New Jersey,NJ,Pompton Lakes borough,no result,https://newjersey.craigslist.org/?search_distance=2.3&postal=07442
3208,16292,3467320,"Short Hills CDP, New Jersey",13092,New Jersey,NJ,Short Hills,"Short Hills, NJ",https://newjersey.craigslist.org/?search_distance=2.4&postal=07078
3399,17285,3632754,"Haverstraw village, New York",12181,New York,NY,Haverstraw,"Haverstraw, NY",https://newjersey.craigslist.org/?search_distance=2.4&postal=10927
1239,17538,3650100,"New City CDP, New York",34338,New York,NY,New,no match,https://newjersey.craigslist.org/?search_distance=2.4&postal=10956
1314,17855,3670420,"Spring Valley village, New York",32538,New York,NY,Spring Valley,"Spring Valley, NY",https://newjersey.craigslist.org/?search_distance=2.5&postal=10977
2831,16249,3461680,"Ramsey borough, New Jersey",15121,New Jersey,NJ,Ramsey borough,no result,https://newjersey.craigslist.org/?search_distance=2.6&postal=07446
3741,16333,3473140,"Totowa borough, New Jersey",10829,New Jersey,NJ,Totowa borough,no result,https://newjersey.craigslist.org/?search_distance=2.6&postal=07512
1979,16323,3471430,"Summit city, New Jersey",22155,New Jersey,NJ,Summit,"Summit, NJ",https://newjersey.craigslist.org/?search_distance=2.6&postal=07901
1701,16256,3463000,"Ridgewood village, New Jersey",25554,New Jersey,NJ,Ridgewood,"Ridgewood, NJ",https://newjersey.craigslist.org/?search_distance=2.7&postal=07451
3485,16007,3423910,"Florham Park borough, New Jersey",11792,New Jersey,NJ,Florham Park borough,no result,https://newjersey.craigslist.org/?search_distance=2.7&postal=07932
1460,17684,3659223,"Port Chester village, New York",29623,New York,NY,Port Chester,"Port Chester, NY",https://newjersey.craigslist.org/?search_distance=2.7&postal=10573
3550,17879,3673176,"Tarrytown village, New York",11534,New York,NY,Tarrytown,"Tarrytown, NY",https://newjersey.craigslist.org/?search_distance=2.7&postal=10591
1993,17497,3648010,"Monsey CDP, New York",22043,New York,NY,Monsey,"Monsey, NY",https://newjersey.craigslist.org/?search_distance=2.7&postal=10952
179,16210,3457000,"Paterson city, New Jersey",147890,New Jersey,NJ,Paterson,"Paterson, NJ",https://newjersey.craigslist.org/?search_distance=2.8&postal=07505
3487,16357,3476730,"Wanaque borough, New Jersey",11782,New Jersey,NJ,Wanaque borough,no result,https://newjersey.craigslist.org/?search_distance=2.9&postal=07465
2926,16070,3432910,"Hopatcong borough, New Jersey",14507,New Jersey,NJ,Hopatcong borough,no result,https://newjersey.craigslist.org/?search_distance=2.9&postal=07843
395,15945,3413690,"Clifton city, New Jersey",86207,New Jersey,NJ,Clifton,"Clifton, NJ",https://newjersey.craigslist.org/?search_distance=3.1&postal=07011
3706,16015,3424990,"Franklin Lakes borough, New Jersey",10953,New Jersey,NJ,Franklin Lakes borough,no result,https://newjersey.craigslist.org/?search_distance=3.2&postal=07417
1713,17620,3655530,"Ossining village, New York",25386,New York,NY,Ossining,"Ossining, NY",https://newjersey.craigslist.org/?search_distance=3.3&postal=10562
113,18025,3684000,"Yonkers city, New York",200999,New York,NY,Yonkers,"Yonkers, NY",https://newjersey.craigslist.org/?search_distance=3.8&postal=10702
687,17998,3681677,"White Plains city, New York",58404,New York,NY,White Plains,"White Plains, NY",https://newjersey.craigslist.org/?search_distance=3.9&postal=10601
3334,16257,3463150,"Ringwood borough, New Jersey",12451,New Jersey,NJ,Ringwood borough,no result,https://newjersey.craigslist.org/?search_distance=4.1&postal=07456
2333,16157,3448300,"Morristown town, New Jersey",18833,New Jersey,NJ,Morristown,"Morristown, NJ",https://newjersey.craigslist.org/?search_distance=4.2&postal=07961
3698,17870,3671894,"Suffern village, New York",10984,New York,NY,Suffern,"Suffern, NY",https://newjersey.craigslist.org/?search_distance=4.4&postal=10901
3137,3951,933690,"Greenwich CDP, Connecticut",13399,Connecticut,CT,Greenwich,"Greenwich, CT",https://newjersey.craigslist.org/?search_distance=4.7&postal=06831
1596,3980,952280,"New London city, Connecticut",27147,Connecticut,CT,New London,"New London, CT",https://newlondon.craigslist.org/?search_distance=2.4&postal=06320
1043,3992,956200,"Norwich city, Connecticut",39875,Connecticut,CT,Norwich,"Norwich, CT",https://newlondon.craigslist.org/?search_distance=4.1&postal=06360
2511,23301,4476820,"Westerly CDP, Rhode Island",17323,Rhode Island,RI,Westerly,"Westerly, RI",https://newlondon.craigslist.org/?search_distance=4.7&postal=02891
1558,10727,2270805,"Slidell city, Louisiana",27755,Louisiana,LA,Slidell,"Slidell, LA",https://neworleans.craigslist.org/?search_distance=14&postal=70459
3093,10355,2206120,"Belle Chasse CDP, Louisiana",13585,Louisiana,LA,Belle Chasse,"Belle Chasse, LA",https://neworleans.craigslist.org/?search_distance=20.2&postal=70037
50,10631,2255000,"New Orleans city, Louisiana",388182,Louisiana,LA,New Orleans,"New Orleans, LA",https://neworleans.craigslist.org/?search_distance=28.1&postal=70128
3717,10430,2220820,"Destrehan CDP, Louisiana",10906,Louisiana,LA,Destrehan,"Destrehan, LA",https://neworleans.craigslist.org/?search_distance=3.5&postal=70047
3211,10579,2246615,"Luling CDP, Louisiana",13088,Louisiana,LA,Luling,"Luling, LA",https://neworleans.craigslist.org/?search_distance=3.5&postal=70070
2440,10501,2231915,"Gretna city, Louisiana",17888,Louisiana,LA,Gretna,"Gretna, LA",https://neworleans.craigslist.org/?search_distance=3.9&postal=70053
1922,10395,2214135,"Chalmette CDP, Louisiana",22907,Louisiana,LA,Chalmette,"Chalmette, LA",https://neworleans.craigslist.org/?search_distance=4.2&postal=70043
2160,10510,2233245,"Harvey CDP, Louisiana",20311,Louisiana,LA,Harvey,"Harvey, LA",https://neworleans.craigslist.org/?search_distance=4.2&postal=70059
185,10603,2250115,"Metairie CDP, Louisiana",144822,Louisiana,LA,Metairie,"Metairie, LA",https://neworleans.craigslist.org/?search_distance=4.5&postal=70004
556,10542,2239475,"Kenner city, Louisiana",67253,Louisiana,LA,Kenner,"Kenner, LA",https://neworleans.craigslist.org/?search_distance=5.3&postal=70062
1363,10593,2248785,"Marrero CDP, Louisiana",31425,Louisiana,LA,Marrero,"Marrero, LA",https://neworleans.craigslist.org/?search_distance=6.1&postal=70073
3393,10585,2248225,"Mandeville city, Louisiana",12215,Louisiana,LA,Mandeville,"Mandeville, LA",https://neworleans.craigslist.org/?search_distance=6.7&postal=70448
3405,15980,3420020,"Edgewater borough, New Jersey",12165,New Jersey,NJ,Edgewater borough,no result,https://newyork.craigslist.org/?search_distance=0.8&postal=07020
750,16065,3432250,"Hoboken city, New Jersey",54117,New Jersey,NJ,Hoboken,"Hoboken, NJ",https://newyork.craigslist.org/?search_distance=1&postal=07030
1757,15943,3413570,"Cliffside Park borough, New Jersey",24861,New Jersey,NJ,Cliffside Park borough,no result,https://newyork.craigslist.org/?search_distance=1.1&postal=07010
2113,16204,3455770,"Palisades Park borough, New Jersey",20716,New Jersey,NJ,Palisades Park borough,no result,https://newyork.craigslist.org/?search_distance=1.2&postal=07650
1159,17149,3624273,"Elmont CDP, New York",36636,New York,NY,Elmont,"Elmont, NY",https://newyork.craigslist.org/?search_distance=1.2&postal=11003
2230,17426,3643874,"Lynbrook village, New York",19706,New York,NY,Lynbrook,"Lynbrook, NY",https://newyork.craigslist.org/?search_distance=1.2&postal=11563
2504,18014,3682942,"Woodmere CDP, New York",17376,New York,NY,Woodmere,"Woodmere, NY",https://newyork.craigslist.org/?search_distance=1.2&postal=11598
762,16367,3479610,"West New York town, New Jersey",53345,New Jersey,NJ,West New York,"West New York, NJ",https://newyork.craigslist.org/?search_distance=1.3&postal=07093
1143,16012,3424420,"Fort Lee borough, New Jersey",37058,New Jersey,NJ,Fort Lee borough,no result,https://newyork.craigslist.org/?search_distance=1.4&postal=07024
3065,16271,3464650,"Roselle Park borough, New Jersey",13709,New Jersey,NJ,Roselle Park borough,no result,https://newyork.craigslist.org/?search_distance=1.4&postal=07204
3593,16254,3462910,"Ridgefield borough, New Jersey",11369,New Jersey,NJ,Ridgefield borough,no result,https://newyork.craigslist.org/?search_distance=1.4&postal=07657
1319,17194,3627309,"Franklin Square CDP, New York",32482,New York,NY,Franklin Square,"Franklin Square, NY",https://newyork.craigslist.org/?search_distance=1.4&postal=11010
3884,17338,3637583,"Inwood CDP, New York",10304,New York,NY,Inwood,"Inwood, NY",https://newyork.craigslist.org/?search_distance=1.4&postal=11096
2287,17491,3647636,"Mineola village, New York",19223,New York,NY,Mineola,"Mineola, NY",https://newyork.craigslist.org/?search_distance=1.4&postal=11501
2332,16382,3481950,"Woodbridge CDP, New Jersey",18836,New Jersey,NJ,Woodbridge,"Woodbridge, NJ",https://newyork.craigslist.org/?search_distance=1.5&postal=07095
2260,16075,3434470,"Iselin CDP, New Jersey",19422,New Jersey,NJ,Iselin,"Iselin, NJ",https://newyork.craigslist.org/?search_distance=1.5&postal=08830
2701,16009,3424030,"Fords CDP, New Jersey",15915,New Jersey,NJ,Fords,"Fords, NJ",https://newyork.craigslist.org/?search_distance=1.5&postal=08863
2218,17980,3680225,"West Hempstead CDP, New York",19841,New York,NY,West Hempstead,"West Hempstead, NY",https://newyork.craigslist.org/?search_distance=1.5&postal=11552
2329,15869,3402350,"Avenel CDP, New Jersey",18846,New Jersey,NJ,Avenel,"Avenel, NJ",https://newyork.craigslist.org/?search_distance=1.6&postal=07001
2027,16270,3464620,"Roselle borough, New Jersey",21746,New Jersey,NJ,Roselle borough,no result,https://newyork.craigslist.org/?search_distance=1.6&postal=07203
2674,17742,3663506,"Roosevelt CDP, New York",16091,New York,NY,Roosevelt,"Roosevelt, NY",https://newyork.craigslist.org/?search_distance=1.6&postal=11575
776,16219,3458200,"Perth Amboy city, New Jersey",52563,New Jersey,NJ,Perth Amboy,"Perth Amboy, NJ",https://newyork.craigslist.org/?search_distance=1.7&postal=08861
1358,17906,3676089,"Uniondale CDP, New York",31597,New York,NY,Uniondale,"Uniondale, NY",https://newyork.craigslist.org/?search_distance=1.7&postal=11553
1798,17736,3663264,"Rockville Centre village, New York",24485,New York,NY,Rockville Centre,"Rockville Centre, NY",https://newyork.craigslist.org/?search_distance=1.7&postal=11570
1111,17919,3676705,"Valley Stream village, New York",37843,New York,NY,Valley Stream,"Valley Stream, NY",https://newyork.craigslist.org/?search_distance=1.7&postal=11581
2490,15951,3414380,"Colonia CDP, New Jersey",17486,New Jersey,NJ,Colonia,"Colonia, NJ",https://newyork.craigslist.org/?search_distance=1.8&postal=07067
952,17198,3627485,"Freeport village, New York",43380,New York,NY,Freeport,"Freeport, NY",https://newyork.craigslist.org/?search_distance=1.8&postal=11520
1408,16364,3479040,"Westfield town, New Jersey",30591,New Jersey,NJ,Westfield,"Westfield, NJ",https://newyork.craigslist.org/?search_distance=1.9&postal=07090
1398,17600,3654441,"Oceanside CDP, New York",30710,New York,NY,Oceanside,"Oceanside, NY",https://newyork.craigslist.org/?search_distance=1.9&postal=11572
971,16082,3436510,"Kearny town, New Jersey",42487,New Jersey,NJ,Kearny,"Kearny, NJ",https://newyork.craigslist.org/?search_distance=2&postal=07032
1520,17279,3632402,"Harrison village, New York",28319,New York,NY,Harrison,"Harrison, NY",https://newyork.craigslist.org/?search_distance=2&postal=10528
542,17516,3649121,"Mount Vernon city, New York",68671,New York,NY,Mount Vernon,"Mount Vernon, NY",https://newyork.craigslist.org/?search_distance=2&postal=10553
2713,16178,3452320,"North Arlington borough, New Jersey",15877,New Jersey,NJ,North Arlington borough,no result,https://newyork.craigslist.org/?search_distance=2.1&postal=07031
978,16112,3440350,"Linden city, New Jersey",42230,New Jersey,NJ,Linden,"Linden, NJ",https://newyork.craigslist.org/?search_distance=2.1&postal=07036
2270,17442,3644831,"Mamaroneck village, New York",19327,New York,NY,Mamaroneck,"Mamaroneck, NY",https://newyork.craigslist.org/?search_distance=2.2&postal=10543
2685,17694,3659520,"Port Washington CDP, New York",16034,New York,NY,Port Washington,"Port Washington, NY",https://newyork.craigslist.org/?search_distance=2.2&postal=11050
2116,17475,3646668,"Merrick CDP, New York",20679,New York,NY,Merrick,"Merrick, NY",https://newyork.craigslist.org/?search_distance=2.2&postal=11566
1465,16247,3461530,"Rahway city, New Jersey",29443,New Jersey,NJ,Rahway,"Rahway, NJ",https://newyork.craigslist.org/?search_distance=2.3&postal=07065
1267,17421,3643335,"Long Beach city, New York",33657,New York,NY,Long Beach,"Long Beach, NY",https://newyork.craigslist.org/?search_distance=2.3&postal=11561
1836,15932,3410750,"Carteret borough, New Jersey",24040,New Jersey,NJ,Carteret borough,no result,https://newyork.craigslist.org/?search_distance=2.4&postal=07008
722,17290,3633139,"Hempstead village, New York",55698,New York,NY,Hempstead,"Hempstead, NY",https://newyork.craigslist.org/?search_distance=2.4&postal=11550
1588,17223,3629113,"Glen Cove city, New York",27376,New York,NY,Glen Cove,"Glen Cove, NY",https://newyork.craigslist.org/?search_distance=2.5&postal=11542
562,15876,3403580,"Bayonne city, New Jersey",66719,New Jersey,NJ,Bayonne,"Bayonne, NJ",https://newyork.craigslist.org/?search_distance=2.9&postal=07002
2277,16287,3466570,"Secaucus town, New Jersey",19279,New Jersey,NJ,Secaucus,"Secaucus, NJ",https://newyork.craigslist.org/?search_distance=3.2&postal=07094
215,15982,3421000,"Elizabeth city, New Jersey",129363,New Jersey,NJ,Elizabeth,"Elizabeth, NJ",https://newyork.craigslist.org/?search_distance=3.4&postal=07206
437,17546,3650617,"New Rochelle city, New York",79877,New York,NY,New Rochelle,"New Rochelle, NY",https://newyork.craigslist.org/?search_distance=3.6&postal=10804
3894,17240,3630169,"Great Neck village, New York",10272,New York,NY,Great Neck,"Great Neck, NY",https://newyork.craigslist.org/?search_distance=4.1&postal=11024
1938,17208,3628178,"Garden City village, New York",22699,New York,NY,Garden,"Garden City, NY",https://newyork.craigslist.org/?search_distance=4.1&postal=11599
73,16078,3436000,"Jersey City city, New Jersey",265932,New Jersey,NJ,Jersey,"Jersey City, NJ",https://newyork.craigslist.org/?search_distance=4.3&postal=07304
2645,17177,3626264,"Floral Park village, New York",16269,New York,NY,Floral Park,"Floral Park, NY",https://newyork.craigslist.org/?search_distance=4.4&postal=11005&lang=en&cc=gb
68,16170,3451000,"Newark city, New Jersey",282803,New Jersey,NJ,Newark,"Newark, NJ",https://newyork.craigslist.org/?search_distance=5.1&postal=07114
806,16227,3459190,"Plainfield city, New Jersey",51097,New Jersey,NJ,Plainfield,"Plainfield, NJ",https://newyork.craigslist.org/?search_distance=7.4&postal=07062
0,17550,3651000,"New York city, New York",8560072,New York,NY,New York,"New York City, NY",https://newyork.craigslist.org/?search_distance=7.6&postal=10005
967,15770,3314200,"Concord city, New Hampshire",42717,New Hampshire,NH,Concord,"Concord, NH",https://nh.craigslist.org/?search_distance=10.7&postal=03305
1433,15830,3365140,"Rochester city, New Hampshire",30212,New Hampshire,NH,Rochester,"Rochester, NH",https://nh.craigslist.org/?search_distance=10.8&postal=03839
3483,15833,3369940,"Somersworth city, New Hampshire",11797,New Hampshire,NH,Somersworth,"Somersworth, NH",https://nh.craigslist.org/?search_distance=3.6&postal=03878
