,Unnamed: 0,p_GEO.id2,p_GEO.display-label,p_HC01_VC03,state,abbr,region,result,url
1708,10900,2371990,"South Portland city, Maine",25431,Maine,ME,South Portland,"South Portland, ME",https://nh.craigslist.org/?search_distance=3.8&postal=04116
3763,15775,3319620,"Durham CDP, New Hampshire",10753,New Hampshire,NH,Durham,"Durham, NH",https://nh.craigslist.org/?search_distance=3.9&postal=03824
1384,15774,3318820,"Dover city, New Hampshire",30901,New Hampshire,NH,Dover,"Dover, NH",https://nh.craigslist.org/?search_distance=4.1&postal=03821
3101,15799,3341300,"Lebanon city, New Hampshire",13544,New Hampshire,NH,Lebanon,"Lebanon, NH",https://nh.craigslist.org/?search_distance=4.5&postal=03766
2296,10893,2364675,"Saco city, Maine",19127,Maine,ME,Saco,"Saco, ME",https://nh.craigslist.org/?search_distance=4.5&postal=04072
563,10887,2360545,"Portland city, Maine",66715,Maine,ME,Portland,"Portland, ME",https://nh.craigslist.org/?search_distance=5.8&postal=04103
3224,15768,3312900,"Claremont city, New Hampshire",13028,New Hampshire,NH,Claremont,"Claremont, NH",https://nh.craigslist.org/?search_distance=6.1&postal=03743
2408,10912,2382105,"Westbrook city, Maine",18156,Maine,ME,Westbrook,"Westbrook, ME",https://nh.craigslist.org/?search_distance=6.2&postal=04098
2051,10803,2304860,"Biddeford city, Maine",21413,Maine,ME,Biddeford,"Biddeford, ME",https://nh.craigslist.org/?search_distance=6.5&postal=04005
2093,10894,2365725,"Sanford city, Maine",20920,Maine,ME,Sanford,"Sanford, ME",https://nh.craigslist.org/?search_distance=6.5&postal=04073
2654,15797,3340180,"Laconia city, New Hampshire",16237,New Hampshire,NH,Laconia,"Laconia, NH",https://nh.craigslist.org/?search_distance=6.8&postal=03246
3892,15759,3305140,"Berlin city, New Hampshire",10273,New Hampshire,NH,Berlin,"Berlin, NH",https://nh.craigslist.org/?search_distance=6.9&postal=03570
267,15805,3345140,"Manchester city, New Hampshire",110601,New Hampshire,NH,Manchester,"Manchester, NH",https://nh.craigslist.org/?search_distance=7&postal=03102
3943,11703,2601740,"Alpena city, Michigan",10123,Michigan,MI,Alpena,"Alpena, MI",https://nmi.craigslist.org/?search_distance=11.2&postal=49707
2762,12313,2680340,"Traverse City city, Michigan",15550,Michigan,MI,Traverse,"Traverse City, MI",https://nmi.craigslist.org/?search_distance=13.4&postal=49684
3869,11787,2612320,"Cadillac city, Michigan",10375,Michigan,MI,Cadillac,"Cadillac, MI",https://nmi.craigslist.org/?search_distance=8&postal=49601
136,27108,5156000,"Newport News city, Virginia",180775,Virginia,VA,Newport News,"Newport News, VA",https://norfolk.craigslist.org/?search_distance=11.9&postal=23601
92,26823,5116000,"Chesapeake city, Virginia",235410,Virginia,VA,Chesapeake,"Chesapeake, VA",https://norfolk.craigslist.org/?search_distance=14.8&postal=23325
40,27272,5182000,"Virginia Beach city, Virginia",450057,Virginia,VA,Virginia Beach,"Virginia Beach, VA",https://norfolk.craigslist.org/?search_distance=16&postal=23451
377,27238,5176432,"Suffolk city, Virginia",88057,Virginia,VA,Suffolk,"Suffolk, VA",https://norfolk.craigslist.org/?search_distance=20.4&postal=23434
3437,27146,5163768,"Poquoson city, Virginia",12022,Virginia,VA,Poquoson,"Poquoson, VA",https://norfolk.craigslist.org/?search_distance=4.8&postal=23662
329,27148,5164000,"Portsmouth city, Virginia",95536,Virginia,VA,Portsmouth,"Portsmouth, VA",https://norfolk.craigslist.org/?search_distance=5.9&postal=23701
83,27113,5157000,"Norfolk city, Virginia",245752,Virginia,VA,Norfolk,"Norfolk, VA",https://norfolk.craigslist.org/?search_distance=6.5&postal=23508
196,26959,5135000,"Hampton city, Virginia",136255,Virginia,VA,Hampton,"Hampton, VA",https://norfolk.craigslist.org/?search_distance=7.3&postal=23664
2877,27292,5186160,"Williamsburg city, Virginia",14817,Virginia,VA,Williamsburg,"Williamsburg, VA",https://norfolk.craigslist.org/?search_distance=9.8&postal=23185
3281,13408,2829460,"Grenada city, Mississippi",12719,Mississippi,MS,Grenada,"Grenada, MS",https://northmiss.craigslist.org/?search_distance=10.4&postal=38902
3407,13340,2814260,"Cleveland city, Mississippi",12157,Mississippi,MS,Cleveland,"Cleveland, MS",https://northmiss.craigslist.org/?search_distance=10.5&postal=38733
1094,13612,2874840,"Tupelo city, Mississippi",38321,Mississippi,MS,Tupelo,"Tupelo, MS",https://northmiss.craigslist.org/?search_distance=10.6&postal=38801
2598,13338,2813820,"Clarksdale city, Mississippi",16579,Mississippi,MS,Clarksdale,"Clarksdale, MS",https://northmiss.craigslist.org/?search_distance=6.5&postal=38614
1987,13520,2854840,"Oxford city, Mississippi",22092,Mississippi,MS,Oxford,"Oxford, MS",https://northmiss.craigslist.org/?search_distance=8.1&postal=38655
2928,13407,2829340,"Greenwood city, Mississippi",14496,Mississippi,MS,Greenwood,"Greenwood, MS",https://northmiss.craigslist.org/?search_distance=9.4&postal=38930
3948,15340,3126910,"Lexington city, Nebraska",10097,Nebraska,NE,Lexington,"Lexington, NE",https://northplatte.craigslist.org/?search_distance=11.9&postal=68850
1830,15417,3135000,"North Platte city, Nebraska",24135,Nebraska,NE,North Platte,"North Platte, NE",https://northplatte.craigslist.org/?search_distance=21.5&postal=69103
1215,4033,976500,"Torrington city, Connecticut",35078,Connecticut,CT,Torrington,"Torrington, CT",https://nwct.craigslist.org/?search_distance=7&postal=06792
2667,5135,1312456,"Calhoun city, Georgia",16133,Georgia,GA,Calhoun,"Calhoun, GA",https://nwga.craigslist.org/?search_distance=14&postal=30701
3747,5327,1339524,"Holly Springs city, Georgia",10809,Georgia,GA,Holly Springs,"Holly Springs, GA",https://nwga.craigslist.org/?search_distance=5.3&postal=30142
1278,5199,1321380,"Dalton city, Georgia",33540,Georgia,GA,Dalton,"Dalton, GA",https://nwga.craigslist.org/?search_distance=8.7&postal=30722
1178,5533,1366668,"Rome city, Georgia",36029,Georgia,GA,Rome,"Rome, GA",https://nwga.craigslist.org/?search_distance=9.2&postal=30165
2171,5147,1313688,"Cartersville city, Georgia",20235,Georgia,GA,Cartersville,"Cartersville, GA",https://nwga.craigslist.org/?search_distance=9.7&postal=30120
2089,9370,2031100,"Hays city, Kansas",20938,Kansas,KS,Hays,"Hays, KS",https://nwks.craigslist.org/?search_distance=12.9&postal=67601
697,4703,1250750,"Ocala city, Florida",57812,Florida,FL,Ocala,"Ocala, FL",https://ocala.craigslist.org/?search_distance=20.2&postal=34470
483,4934,1271625,"The Villages CDP, Florida",74618,Florida,FL,The Villages,"The Villages, FL",https://ocala.craigslist.org/?search_distance=3.5&postal=32163
3177,4471,1232400,"Homosassa Springs CDP, Florida",13217,Florida,FL,Homosassa Springs,"Homosassa Springs, FL",https://ocala.craigslist.org/?search_distance=4.5&postal=34447
2871,4534,1237375,"Lady Lake town, Florida",14859,Florida,FL,Lady Lake,"Lady Lake, FL",https://ocala.craigslist.org/?search_distance=7.1&postal=32158
1526,24648,4808236,"Big Spring city, Texas",28257,Texas,TX,Big Spring,"Big Spring, TX",https://odessa.craigslist.org/?search_distance=18.7&postal=79720
245,25658,4853388,"Odessa city, Texas",115930,Texas,TX,Odessa,"Odessa, TX",https://odessa.craigslist.org/?search_distance=21.6&postal=79762
3153,24562,4803216,"Andrews city, Texas",13333,Texas,TX,Andrews,"Andrews, TX",https://odessa.craigslist.org/?search_distance=24.1&postal=79714
1123,16551,3532520,"Hobbs city, New Mexico",37427,New Mexico,NM,Hobbs,"Hobbs, NM",https://odessa.craigslist.org/?search_distance=24.4&postal=88241
204,25534,4848072,"Midland city, Texas",131286,Texas,TX,Midland,"Midland, TX",https://odessa.craigslist.org/?search_distance=29.1&postal=79705
400,26477,4955980,"Ogden city, Utah",85497,Utah,UT,Ogden,"Ogden, UT",https://ogden.craigslist.org/?search_distance=12.7&postal=84408
1402,26316,4913850,"Clearfield city, Utah",30683,Utah,UT,Clearfield,"Clearfield, UT",https://ogden.craigslist.org/?search_distance=14.3&postal=84015
3430,29183,5625620,"Evanston city, Wyoming",12054,Wyoming,WY,Evanston,"Evanston, WY",https://ogden.craigslist.org/?search_distance=29.1&postal=82930
1578,26551,4974810,"Syracuse city, Utah",27444,Utah,UT,Syracuse,"Syracuse, UT",https://ogden.craigslist.org/?search_distance=3.6&postal=84075
1106,26514,4965110,"Roy city, Utah",38013,Utah,UT,Roy,"Roy, UT",https://ogden.craigslist.org/?search_distance=4.1&postal=84067
1426,26412,4940360,"Kaysville city, Utah",30328,Utah,UT,Kaysville,"Kaysville, UT",https://ogden.craigslist.org/?search_distance=4.5&postal=84037
1947,26354,4924740,"Farmington city, Utah",22616,Utah,UT,Farmington,"Farmington, UT",https://ogden.craigslist.org/?search_distance=6.2&postal=84025
492,26421,4943660,"Layton city, Utah",73963,Utah,UT,Layton,"Layton, UT",https://ogden.craigslist.org/?search_distance=6.3&postal=84041
1893,4287,1215475,"Crestview city, Florida",23159,Florida,FL,Crestview,"Crestview, FL",https://okaloosa.craigslist.org/?search_distance=10.8&postal=32539
2899,4678,1248750,"Niceville city, Florida",14697,Florida,FL,Niceville,"Niceville, FL",https://okaloosa.craigslist.org/?search_distance=13&postal=32588
2052,4379,1224475,"Fort Walton Beach city, Florida",21368,Florida,FL,Fort Walton Beach,"Fort Walton Beach, FL",https://okaloosa.craigslist.org/?search_distance=5.2&postal=32548
3130,4315,1217325,"Destin city, Florida",13421,Florida,FL,Destin,"Destin, FL",https://okaloosa.craigslist.org/?search_distance=5.4&postal=32540
195,4650,1245975,"Miramar city, Florida",136415,Florida,FL,Miramar,"Miramar Beach, FL",https://okaloosa.craigslist.org/?search_distance=7.7&postal=32550
366,20599,4023200,"Edmond city, Oklahoma",89769,Oklahoma,OK,Edmond,"Edmond, OK",https://oklahomacity.craigslist.org/?search_distance=10.5&postal=73003
3465,21094,4079450,"Weatherford city, Oklahoma",11894,Oklahoma,OK,Weatherford,"Weatherford, OK",https://oklahomacity.craigslist.org/?search_distance=10.9&postal=73096
1380,20983,4066800,"Shawnee city, Oklahoma",30974,Oklahoma,OK,Shawnee,"Shawnee, OK",https://oklahomacity.craigslist.org/?search_distance=11.6&postal=74802
233,20862,4052500,"Norman city, Oklahoma",119820,Oklahoma,OK,Norman,"Norman, OK",https://oklahomacity.craigslist.org/?search_distance=13.7&postal=73019
2251,20433,4005700,"Bethany city, Oklahoma",19508,Oklahoma,OK,Bethany,"Bethany, OK",https://oklahomacity.craigslist.org/?search_distance=2.9&postal=73008
26,20878,4055000,"Oklahoma City city, Oklahoma",629191,Oklahoma,OK,Oklahoma,"Oklahoma City, OK",https://oklahomacity.craigslist.org/?search_distance=22.2&postal=73110
3385,20523,4014200,"Choctaw city, Oklahoma",12228,Oklahoma,OK,Choctaw,"Choctaw, OK",https://oklahomacity.craigslist.org/?search_distance=4.9&postal=73020
2182,20844,4050100,"Mustang city, Oklahoma",20125,Oklahoma,OK,Mustang,"Mustang, OK",https://oklahomacity.craigslist.org/?search_distance=5.7&postal=73064
1686,21126,4082950,"Yukon city, Oklahoma",25729,Oklahoma,OK,Yukon,"Yukon, OK",https://oklahomacity.craigslist.org/?search_distance=7.5&postal=73085
2382,20607,4023700,"El Reno city, Oklahoma",18378,Oklahoma,OK,El Reno,"El Reno, OK",https://oklahomacity.craigslist.org/?search_distance=8.4&postal=73036
3699,20676,4031700,"Guthrie city, Oklahoma",10984,Oklahoma,OK,Guthrie,"Guthrie, OK",https://oklahomacity.craigslist.org/?search_distance=8.9&postal=73044
2649,20522,4013950,"Chickasha city, Oklahoma",16256,Oklahoma,OK,Chickasha,"Chickasha, OK",https://oklahomacity.craigslist.org/?search_distance=9.5&postal=73018
2643,27309,5300100,"Aberdeen city, Washington",16281,Washington,WA,Aberdeen,"Aberdeen, WA",https://olympic.craigslist.org/?search_distance=10.2&postal=98520
2261,27747,5355365,"Port Angeles city, Washington",19419,Washington,WA,Port Angeles,"Port Angeles, WA",https://olympic.craigslist.org/?search_distance=24.5&postal=98362
1642,15238,3117670,"Fremont city, Nebraska",26356,Nebraska,NE,Fremont,"Fremont, NE",https://omaha.craigslist.org/?search_distance=12&postal=68026
39,15429,3137000,"Omaha city, Nebraska",463081,Nebraska,NE,Omaha,"Omaha, NE",https://omaha.craigslist.org/?search_distance=13.7&postal=68107
2255,15447,3138295,"Papillion city, Nebraska",19478,Nebraska,NE,Papillion,"Papillion, NE",https://omaha.craigslist.org/?search_distance=5.1&postal=68046
620,8305,1916860,"Council Bluffs city, Iowa",62317,Iowa,IA,Council Bluffs,"Council Bluffs, IA",https://omaha.craigslist.org/?search_distance=6.9&postal=51501
767,15088,3103950,"Bellevue city, Nebraska",53040,Nebraska,NE,Bellevue,"Bellevue, NE",https://omaha.craigslist.org/?search_distance=7.8&postal=68147
3020,17612,3654881,"Oneonta city, New York",13932,New York,NY,Oneonta,"Oneonta, NY",https://oneonta.craigslist.org/?search_distance=6&postal=13820
495,18361,3734200,"Jacksonville city, North Carolina",73661,North Carolina,NC,Jacksonville,"Jacksonville, NC",https://onslow.craigslist.org/?search_distance=12.6&postal=28541
1457,18494,3746340,"New Bern city, North Carolina",29664,North Carolina,NC,New Bern,"New Bern, NC",https://onslow.craigslist.org/?search_distance=13.4&postal=28561
2143,18321,3730120,"Havelock city, North Carolina",20404,North Carolina,NC,Havelock,"Havelock, NC",https://onslow.craigslist.org/?search_distance=8&postal=28532
2933,2506,632506,"Hawaiian Gardens city, California",14465,California,CA,Hawaiian Gardens,"Hawaiian Gardens, CA",https://orangecounty.craigslist.org/?search_distance=1.5&postal=90716
839,2262,617750,"Cypress city, California",49108,California,CA,Cypress,"Cypress, CA",https://orangecounty.craigslist.org/?search_distance=1.8&postal=90630
819,2169,612552,"Cerritos city, California",50145,California,CA,Cerritos,"Cerritos, CA",https://orangecounty.craigslist.org/?search_distance=1.8&postal=90703
1252,2264,617946,"Dana Point city, California",34028,California,CA,Dana Point,"Dana Point, CA",https://orangecounty.craigslist.org/?search_distance=1.9&postal=92629
270,2860,650076,"Murrieta city, California",110043,California,CA,Murrieta,"Murrieta, CA",https://orangecounty.craigslist.org/?search_distance=11.4&postal=92563
143,2912,653322,"Oceanside city, California",174811,California,CA,Oceanside,"Oceanside, CA",https://orangecounty.craigslist.org/?search_distance=12.2&postal=92058
3525,2719,643224,"Los Alamitos city, California",11639,California,CA,Los Alamitos,no result,https://orangecounty.craigslist.org/?search_distance=2&postal=90720
357,3398,684550,"Westminster city, California",91785,California,CA,Westminster,"Westminster, CA",https://orangecounty.craigslist.org/?search_distance=2.3&postal=92683
841,3040,659587,"Rancho Santa Margarita city, California",49078,California,CA,Rancho Santa Margarita,"Rancho Santa Margarita, CA",https://orangecounty.craigslist.org/?search_distance=2.3&postal=92688
837,2649,640032,"La Mirada city, California",49162,California,CA,La Mirada,"La Mirada, CA",https://orangecounty.craigslist.org/?search_distance=2.5&postal=90637
1794,3172,670686,"Seal Beach city, California",24510,California,CA,Seal Beach,"Seal Beach, CA",https://orangecounty.craigslist.org/?search_distance=2.5&postal=90740
783,2995,657526,"Placentia city, California",52294,California,CA,Placentia,"Placentia, CA",https://orangecounty.craigslist.org/?search_distance=2.7&postal=92871
425,2630,639496,"Lake Forest city, California",81812,California,CA,Lake Forest,"Lake Forest, CA",https://orangecounty.craigslist.org/?search_distance=2.8&postal=92630
1890,2613,639178,"Laguna Beach city, California",23224,California,CA,Laguna Beach,"Laguna Beach, CA",https://orangecounty.craigslist.org/?search_distance=2.9&postal=92652
709,2421,625380,"Fountain Valley city, California",56640,California,CA,Fountain Valley,"Fountain Valley, CA",https://orangecounty.craigslist.org/?search_distance=2.9&postal=92728
434,3325,680854,"Tustin city, California",80007,California,CA,Tustin,"Tustin, CA",https://orangecounty.craigslist.org/?search_distance=3&postal=92782
577,2615,639248,"Laguna Niguel city, California",65429,California,CA,Laguna Niguel,"Laguna Niguel, CA",https://orangecounty.craigslist.org/?search_distance=3.2&postal=92607
255,2235,616532,"Costa Mesa city, California",112930,California,CA,Costa Mesa,"Costa Mesa, CA",https://orangecounty.craigslist.org/?search_distance=3.3&postal=92626
416,2094,608786,"Buena Park city, California",83020,California,CA,Buena Park,"Buena Park, CA",https://orangecounty.craigslist.org/?search_distance=3.4&postal=90621
626,2618,639290,"La Habra city, California",61965,California,CA,La Habra,"La Habra, CA",https://orangecounty.craigslist.org/?search_distance=3.4&postal=90631
1203,3415,685446,"Wildomar city, California",35492,California,CA,Wildomar,"Wildomar, CA",https://orangecounty.craigslist.org/?search_distance=4&postal=92595
1186,3131,668028,"San Juan Capistrano city, California",35948,California,CA,San Juan Capistrano,"San Juan Capistrano, CA",https://orangecounty.craigslist.org/?search_distance=4&postal=92675
