,p_GEO.id2,p_GEO.display-label,p_HC01_VC03
4283,1215055,"Country Walk CDP, Florida",16601
25525,4847700,"Mercedes city, Texas",16588
11974,2637420,"Hazel Park city, Michigan",16587
6456,1725141,"Fairview Heights city, Illinois",16579
13338,2813820,"Clarksdale city, Mississippi",16579
1046,420050,"Douglas city, Arizona",16576
17035,3616749,"Cohoes city, New York",16574
5610,1376476,"Tifton city, Georgia",16568
86,113264,"Center Point city, Alabama",16564
5357,1343640,"Kingsland city, Georgia",16562
21464,4174850,"Troutdale city, Oregon",16557
3433,686244,"Woodcrest CDP, California",16527
6186,1708225,"Bridgeview village, Illinois",16511
23483,4539220,"Ladson CDP, South Carolina",16511
24921,4820884,"Donna city, Texas",16507
22309,4241432,"Lansdale borough, Pennsylvania",16506
14518,2967790,"Sikeston city, Missouri",16482
21029,4072100,"Tahlequah city, Oklahoma",16481
10647,2258045,"Opelousas city, Louisiana",16480
7450,1802908,"Avon town, Indiana",16479
18474,3744400,"Morganton city, North Carolina",16478
5454,1355776,"Norcross city, Georgia",16474
27268,5181072,"Vienna town, Virginia",16474
7657,1830042,"Griffith town, Indiana",16468
15724,3268350,"Spanish Springs CDP, Nevada",16458
28851,5559250,"Oconomowoc city, Wisconsin",16450
19510,3926446,"Fairview Park city, Ohio",16432
4716,1251650,"Opa-locka city, Florida",16426
27327,5301990,"Anacortes city, Washington",16425
7950,1866852,"St. John town, Indiana",16391
24442,4767120,"Sevierville city, Tennessee",16387
4856,1264325,"Sarasota Springs CDP, Florida",16386
12128,2655820,"Mount Clemens city, Michigan",16383
10911,2380740,"Waterville city, Maine",16374
7342,1779033,"Washington city, Illinois",16359
28390,5505900,"Beaver Dam city, Wisconsin",16346
7070,1762016,"Prospect Heights city, Illinois",16345
16309,3469420,"South River borough, New Jersey",16345
26936,5131200,"Glen Allen CDP, Virginia",16339
21313,4141650,"Lebanon city, Oregon",16336
13053,2753620,"Red Wing city, Minnesota",16334
27005,5142746,"Kingstowne CDP, Virginia",16332
2616,639259,"Laguna Woods city, California",16314
1844,564370,"Siloam Springs city, Arkansas",16311
25992,4867766,"Sienna Plantation CDP, Texas",16310
3319,680588,"Truckee town, California",16308
13976,2925264,"Fort Leonard Wood CDP, Missouri",16307
20215,3975014,"Streetsboro city, Ohio",16305
3510,811810,"Cañon City city, Colorado",16298
27309,5300100,"Aberdeen city, Washington",16281
11441,2500135,"Abington CDP, Massachusetts",16275
17177,3626264,"Floral Park village, New York",16269
4936,1271741,"Three Lakes CDP, Florida",16266
19539,3928826,"Fremont city, Ohio",16265
4962,1274150,"Vero Beach city, Florida",16261
20522,4013950,"Chickasha city, Oklahoma",16256
26147,4874588,"Uvalde city, Texas",16256
9963,2128594,"Fort Thomas city, Kentucky",16254
27851,5368750,"Sunnyside city, Washington",16248
4907,1268875,"Stuart city, Florida",16240
15797,3340180,"Laconia city, New Hampshire",16237
16193,3454315,"Ocean Acres CDP, New Jersey",16227
7622,1825324,"Frankfort city, Indiana",16226
28781,5551025,"Menomonie city, Wisconsin",16222
13837,2914572,"Clayton city, Missouri",16214
2000,603344,"Avocado Heights CDP, California",16213
1309,472000,"Tanque Verde CDP, Arizona",16197
12752,2728790,"Hibbing city, Minnesota",16183
25177,4833848,"Highland Village city, Texas",16168
2954,655800,"Parkway CDP, California",16166
17782,3665409,"Sayville CDP, New York",16143
25060,4827984,"Gainesville city, Texas",16141
11168,2438975,"Hillcrest Heights CDP, Maryland",16137
5135,1312456,"Calhoun city, Georgia",16133
12723,2726738,"Ham Lake city, Minnesota",16119
27052,5148968,"Manassas Park city, Virginia",16117
17644,3656902,"Pearl River CDP, New York",16116
26970,5137032,"Highland Springs CDP, Virginia",16109
18347,3732640,"Hope Mills town, North Carolina",16106
4955,1273312,"Upper Grand Lagoon CDP, Florida",16094
17742,3663506,"Roosevelt CDP, New York",16091
25966,4866428,"Seagoville city, Texas",16089
11296,2460325,"Parole CDP, Maryland",16084
16124,3442510,"Madison borough, New Jersey",16080
4025,973980,"Storrs CDP, Connecticut",16077
7581,1819270,"Dyer town, Indiana",16077
7549,1815742,"Crawfordsville city, Indiana",16075
21196,4115250,"Coos Bay city, Oregon",16070
25582,4849800,"Mount Pleasant city, Texas",16069
11493,2519370,"Easthampton Town city, Massachusetts",16051
16777,3575640,"Sunland Park city, New Mexico",16051
17694,3659520,"Port Washington CDP, New York",16034
2333,621034,"East Rancho Dominguez CDP, California",16027
24548,4802212,"Alton city, Texas",16019
17755,3664309,"Rye city, New York",16004
3889,883120,"Welby CDP, Colorado",16002
2176,612902,"Cherryland CDP, California",15999
4742,1254300,"Palmetto Estates CDP, Florida",15998
12489,2708452,"Buffalo city, Minnesota",15996
27384,5309365,"Camano CDP, Washington",15989
4781,1257250,"Pinewood CDP, Florida",15975
28020,5415628,"Clarksburg city, West Virginia",15963
5095,1306884,"Belvedere Park CDP, Georgia",15952
5526,1365464,"Riverdale city, Georgia",15931
5125,1311560,"Brunswick city, Georgia",15919
3332,681134,"Ukiah city, California",15917
3373,683402,"Walnut Park CDP, California",15915
16009,3424030,"Fords CDP, New Jersey",15915
25351,4841116,"La Marque city, Texas",15912
11946,2634160,"Grandville city, Michigan",15902
14362,2955550,"Overland city, Missouri",15901
22173,4234064,"Hermitage city, Pennsylvania",15901
10928,2400400,"Adelphi CDP, Maryland",15898
16051,3430210,"Harrison town, New Jersey",15898
7847,1852992,"New Haven city, Indiana",15895
14443,2961238,"Republic city, Missouri",15890
5226,1324376,"Dublin city, Georgia",15889
4554,1238425,"Lake Mary city, Florida",15886
28683,5538800,"Kaukauna city, Wisconsin",15883
16178,3452320,"North Arlington borough, New Jersey",15877
11539,2536335,"Longmeadow CDP, Massachusetts",15876
4914,1269812,"Sunset CDP, Florida",15875
18036,3700680,"Albemarle city, North Carolina",15874
26056,4870904,"Sulphur Springs city, Texas",15849
5067,1302116,"Americus city, Georgia",15839
2335,621096,"East San Gabriel CDP, California",15832
15862,3401960,"Asbury Park city, New Jersey",15830
2653,640256,"La Palma city, California",15814
5182,1319336,"Conyers city, Georgia",15803
25120,4831328,"Groves city, Texas",15775
16914,3605738,"Bellmore CDP, New York",15767
19212,3903086,"Aurora city, Ohio",15766
4884,1267270,"Southchase CDP, Florida",15764
5000,1276481,"West Lealman CDP, Florida",15756
23215,4285188,"Wilkinsburg borough, Pennsylvania",15748
517,174592,"Talladega city, Alabama",15747
26684,5061225,"Rutland city, Vermont",15740
25211,4835348,"Humble city, Texas",15736
25715,4856482,"Pecan Grove CDP, Texas",15722
6705,1740767,"La Grange village, Illinois",15721
7703,1837782,"Jasper city, Indiana",15716
2729,644182,"Los Osos CDP, California",15714
11847,2619500,"Cutlerville CDP, Michigan",15712
7749,1842624,"Lebanon city, Indiana",15710
10230,2170284,"Shively city, Kentucky",15701
25622,4851366,"New Territory CDP, Texas",15699
269,136448,"Hueytown city, Alabama",15698
19834,3949644,"Middleburg Heights city, Ohio",15688
9345,2028300,"Great Bend city, Kansas",15686
11956,2635580,"Grosse Pointe Woods city, Michigan",15678
26399,4937170,"Hurricane city, Utah",15676
4675,1248500,"New Port Richey city, Florida",15674
11088,2425800,"Elkton town, Maryland",15651
15629,3206500,"Boulder City city, Nevada",15648
11076,2424650,"East Riverdale CDP, Maryland",15645
4925,1271225,"Tavares city, Florida",15636
5487,1360340,"Perry city, Georgia",15633
23621,4565207,"Seven Oaks CDP, South Carolina",15631
13008,2749138,"Otsego city, Minnesota",15630
2935,654848,"Pacific Grove city, California",15617
2650,640088,"Lamont CDP, California",15597
1279,466845,"Sierra Vista Southeast CDP, Arizona",15591
26945,5132496,"Great Falls CDP, Virginia",15589
17578,3653275,"North New Hyde Park CDP, New York",15585
18531,3751940,"Pinehurst village, North Carolina",15580
17459,3646074,"Mastic CDP, New York",15574
23934,4643100,"Mitchell city, South Dakota",15566
11528,2531575,"Hudson CDP, Massachusetts",15554
12313,2680340,"Traverse City city, Michigan",15550
13421,2831780,"Hernando city, Mississippi",15534
2397,624092,"Fillmore city, California",15529
2297,619339,"Discovery Bay CDP, California",15525
10923,2400125,"Aberdeen city, Maryland",15523
1941,600618,"Alamo CDP, California",15521
6182,1707744,"Bradley village, Illinois",15515
23552,4551280,"North Myrtle Beach city, South Carolina",15510
1284,468080,"Somerton city, Arizona",15508
22140,4232448,"Hanover borough, Pennsylvania",15506
8534,1938280,"Indianola city, Iowa",15489
11035,2418150,"Cloverly CDP, Maryland",15482
26214,4877956,"West University Place city, Texas",15477
24527,4801240,"Addison town, Texas",15455
2887,651840,"North Fair Oaks CDP, California",15454
13456,2841680,"Long Beach city, Mississippi",15446
19232,3904416,"Bay Village city, Ohio",15426
10811,2308395,"Brunswick CDP, Maine",15425
12153,2658945,"Northview CDP, Michigan",15424
11053,2421475,"Damascus CDP, Maryland",15423
21207,4117700,"Dallas city, Oregon",15413
17797,3666058,"Seaford CDP, New York",15405
5661,1383420,"Winder city, Georgia",15403
4562,1238950,"Lake Wales city, Florida",15401
3638,833035,"Greenwood Village city, Colorado",15397
17969,3679444,"Westbury village, New York",15396
23424,4528375,"Gantt CDP, South Carolina",15393
23367,4514950,"Clemson city, South Carolina",15375
28394,5506350,"Bellevue village, Wisconsin",15373
14165,2940043,"Lake St. Louis city, Missouri",15371
18962,3840580,"Jamestown city, North Dakota",15367
17139,3623701,"Eggertsville CDP, New York",15364
25551,4848684,"Mineral Wells city, Texas",15341
1202,453700,"Payson town, Arizona",15338
25415,4843096,"Live Oak city, Texas",15335
5660,1383168,"Wilmington Island CDP, Georgia",15329
18398,3737220,"Laurinburg city, North Carolina",15320
17359,3639232,"Kenmore village, New York",15319
10228,2170050,"Shelbyville city, Kentucky",15318
20017,3961112,"Pataskala city, Ohio",15312
22067,4228144,"Fullerton CDP, Pennsylvania",15304
27914,5378225,"White Center CDP, Washington",15300
17837,3669001,"South Farmingdale CDP, New York",15294
3266,677364,"Susanville city, California",15286
17088,3620313,"Depew village, New York",15283
26928,5130176,"Gainesville CDP, Virginia",15283
4083,1029350,"Glasgow CDP, Delaware",15280
3241,673906,"Stanford CDP, California",15277
26884,5124496,"East Highland Park CDP, Virginia",15276
11749,2607660,"Berkley city, Michigan",15269
16606,3543370,"Los Lunas village, New Mexico",15258
6379,1720162,"Dixon city, Illinois",15257
28939,5568275,"River Falls city, Wisconsin",15256
23219,4285408,"Willow Grove CDP, Pennsylvania",15253
17165,3625417,"Farmingville CDP, New York",15250
27902,5376405,"Washougal city, Washington",15241
18219,3720080,"Eden city, North Carolina",15235
26790,5111230,"Bull Run CDP, Virginia",15235
3063,660942,"Rio Linda CDP, California",15228
21457,4172950,"The Dalles city, Oregon",15224
10137,2155884,"Newport city, Kentucky",15219
11350,2468700,"Rossville CDP, Maryland",15219
13501,2850440,"Natchez city, Mississippi",15191
16380,3481380,"Williamstown CDP, New Jersey",15191
17245,3630279,"Greece CDP, New York",15185
3067,661026,"Ripon city, California",15173
4342,1220825,"Englewood CDP, Florida",15169
24194,4720620,"Dickson city, Tennessee",15128
2973,656826,"Phelan CDP, California",15123
16249,3461680,"Ramsey borough, New Jersey",15121
123,118976,"Cullman city, Alabama",15111
18488,3745720,"Murraysville CDP, North Carolina",15111
18576,3756900,"Roanoke Rapids city, North Carolina",15107
16016,3425020,"Franklin Park CDP, New Jersey",15090
20278,3979492,"Vandalia city, Ohio",15090
8755,1956505,"Newton city, Iowa",15085
6939,1753377,"Norridge village, Illinois",15083
24538,4801696,"Aldine CDP, Texas",15077
29081,5586025,"Weston village, Wisconsin",15068
2195,613945,"Clearlake city, California",15061
17229,3629443,"Gloversville city, New York",15052
2956,655856,"Parlier city, California",15051
5684,1507450,"Ewa Beach CDP, Hawaii",15047
26927,5129968,"Front Royal town, Virginia",15027
5037,1278740,"World Golf Village CDP, Florida",15025
3602,827370,"Fort Carson CDP, Colorado",15015
4230,1209725,"Callaway city, Florida",15015
23589,4559190,"Red Hill CDP, South Carolina",15015
2848,649582,"Mountain House CDP, California",15010
18326,3730660,"Henderson city, North Carolina",15009
25166,4833320,"Hereford city, Texas",15003
5830,1601990,"Ammon city, Idaho",14998
346,148712,"Millbrook city, Alabama",14994
17892,3674166,"Tonawanda city, New York",14992
1069,423960,"Flowing Wells CDP, Arizona",14972
18659,3764420,"Stallings town, North Carolina",14970
23324,4505770,"Berea CDP, South Carolina",14966
5006,1276658,"West Park city, Florida",14960
4154,1202550,"Auburndale city, Florida",14958
7233,1772546,"Sterling city, Illinois",14948
18481,3744960,"Mount Holly city, North Carolina",14948
7457,1804204,"Beech Grove city, Indiana",14943
9818,2105842,"Berea city, Kentucky",14927
5635,1379528,"Villa Rica city, Georgia",14900
24256,4730980,"Greeneville town, Tennessee",14895
15507,3144245,"Scottsbluff city, Nebraska",14887
16328,3472420,"Tenafly borough, New Jersey",14882
16897,3604715,"Batavia city, New York",14868
24870,4817960,"Crowley city, Texas",14866
4534,1237375,"Lady Lake town, Florida",14859
18318,3729800,"Harrisburg town, North Carolina",14856
17460,3646085,"Mastic Beach village, New York",14850
1181,449360,"New River CDP, Arizona",14847
10982,2410475,"Brooklyn Park CDP, Maryland",14833
4179,1205025,"Bellair-Meadowbrook Terrace CDP, Florida",14830
27292,5186160,"Williamsburg city, Virginia",14817
6851,1748892,"Midlothian village, Illinois",14809
24749,4812532,"Canyon city, Texas",14809
12441,2705068,"Bemidji city, Minnesota",14803
1300,470530,"Sun Lakes CDP, Arizona",14800
2237,616580,"Coto de Caza CDP, California",14799
8057,1880306,"Warsaw city, Indiana",14797
1954,601192,"Alpine CDP, California",14795
22175,4234144,"Hershey CDP, Pennsylvania",14793
25245,4837216,"Jacksonville city, Texas",14791
25283,4839124,"Kilgore city, Texas",14784
24930,4821556,"Dumas city, Texas",14775
15903,3407000,"Bradley Gardens CDP, New Jersey",14772
5501,1362524,"Powder Springs city, Georgia",14765
29090,5586925,"Whitewater city, Wisconsin",14762
14126,2937178,"Jennings city, Missouri",14743
17353,3638748,"Johnson City village, New York",14728
13353,2815700,"Corinth city, Mississippi",14727
6894,1751180,"Mount Vernon city, Illinois",14723
7,101132,"Alexander City city, Alabama",14705
4367,1223375,"Forest City CDP, Florida",14702
4159,1202850,"Azalea Park CDP, Florida",14701
4678,1248750,"Niceville city, Florida",14697
1556,524430,"Forrest City city, Arkansas",14691
14118,2935648,"Jackson city, Missouri",14690
5129,1311784,"Buford city, Georgia",14662
16459,3514250,"Chaparral CDP, New Mexico",14652
12180,2661940,"Owosso city, Michigan",14641
11038,2418475,"Colesville CDP, Maryland",14633
11921,2630420,"Fraser city, Michigan",14616
14190,2941168,"Lebanon city, Missouri",14610
5045,1279225,"Zephyrhills city, Florida",14608
1444,507330,"Blytheville city, Arkansas",14588
476,168736,"Scottsboro city, Alabama",14584
1072,424895,"Fort Mohave CDP, Arizona",14583
27004,5142680,"Kings Park West CDP, Virginia",14578
6755,1743770,"Lindenhurst village, Illinois",14564
11645,2568680,"Swampscott CDP, Massachusetts",14563
22198,4235800,"Horsham CDP, Pennsylvania",14563
16045,3429430,"Hammonton town, New Jersey",14557
28635,5533000,"Hartford city, Wisconsin",14552
405,157648,"Ozark city, Alabama",14546
16220,3458350,"Phillipsburg town, New Jersey",14540
18295,3727280,"Graham city, North Carolina",14540
2594,638226,"Kerman city, California",14537
4896,1268100,"South Venice CDP, Florida",14535
17350,3638500,"Jefferson Valley-Yorktown CDP, New York",14533
24092,4673060,"Yankton city, South Dakota",14529
17449,3645139,"Manorville CDP, New York",14522
16070,3432910,"Hopatcong borough, New Jersey",14507
21649,4207128,"Bloomsburg town, Pennsylvania",14500
13407,2829340,"Greenwood city, Mississippi",14496
4409,1226700,"Gonzalez CDP, Florida",14490
