,p_GEO.id2,p_GEO.display-label,p_HC01_VC03
19182,3901420,"Alliance city, Ohio",22036
5209,1322052,"Decatur city, Georgia",22022
3589,824950,"Erie town, Colorado",22019
21412,4163650,"Roseburg city, Oregon",22013
27876,5372905,"Tumwater city, Washington",22005
14855,3040075,"Kalispell city, Montana",21992
7213,1770850,"South Holland village, Illinois",21991
4910,1269250,"Sun City Center CDP, Florida",21986
23605,4562395,"St. Andrews CDP, South Carolina",21977
24227,4725760,"Farragut town, Tennessee",21975
11643,2567700,"Stoneham CDP, Massachusetts",21967
11958,2636280,"Hamtramck city, Michigan",21959
26824,5116096,"Chester CDP, Virginia",21957
27465,5319630,"Eastmont CDP, Washington",21951
13524,2855360,"Pascagoula city, Mississippi",21935
9617,2057575,"Prairie Village city, Kansas",21932
4343,1220925,"Ensley CDP, Florida",21922
24834,4816468,"Converse city, Texas",21919
1097,429710,"Green Valley CDP, Arizona",21912
26828,5116608,"Christiansburg town, Virginia",21892
20570,4019900,"Del City city, Oklahoma",21888
17562,3651495,"North Bay Shore CDP, New York",21886
3031,659346,"Ramona CDP, California",21871
7323,1777993,"Villa Park village, Illinois",21867
27176,5168880,"Rose Hill CDP (Fairfax County), Virginia",21865
4580,1239875,"Leesburg city, Florida",21853
2312,619990,"Duarte city, California",21832
2644,639766,"Lakeside CDP, California",21827
7743,1842246,"La Porte city, Indiana",21825
20186,3973264,"South Euclid city, Ohio",21792
6507,1728872,"Geneva city, Illinois",21791
16270,3464620,"Roselle borough, New Jersey",21746
3936,918920,"Darien CDP, Connecticut",21742
27511,5325475,"Frederickson CDP, Washington",21737
23445,4532065,"Hanahan city, South Carolina",21729
13646,2900280,"Affton CDP, Missouri",21704
3222,673108,"South Lake Tahoe city, California",21680
7015,1757732,"Park Forest village, Illinois",21672
21270,4132850,"Hayesville CDP, Oregon",21658
4187,1205462,"Bellview CDP, Florida",21655
3038,659550,"Rancho San Diego CDP, California",21651
5581,1374180,"Sugar Hill city, Georgia",21644
15828,3362900,"Portsmouth city, New Hampshire",21644
4335,1219825,"Edgewater city, Florida",21620
27283,5183680,"Waynesboro city, Virginia",21620
19372,3914184,"Chillicothe city, Ohio",21598
7649,1829520,"Greenfield city, Indiana",21565
2680,641180,"Lennox CDP, California",21537
23375,4516405,"Conway city, South Carolina",21534
2960,656112,"Patterson city, California",21497
3450,687056,"Yucca Valley town, California",21483
14503,2966440,"Sedalia city, Missouri",21477
19006,3849900,"Mandan city, North Dakota",21472
27543,5330305,"Hazel Dell CDP, Washington",21449
4599,1241775,"Lutz CDP, Florida",21448
10803,2304860,"Biddeford city, Maine",21413
4379,1224475,"Fort Walton Beach city, Florida",21368
18422,3739700,"Lumberton city, North Carolina",21366
26318,4914290,"Clinton city, Utah",21353
6,100988,"Albertville city, Alabama",21342
20027,3962148,"Perrysburg city, Ohio",21327
6407,1722073,"East Moline city, Illinois",21302
27723,5351795,"Orchards CDP, Washington",21299
4666,1247625,"Naples city, Florida",21279
404,157576,"Oxford city, Alabama",21231
7523,1812934,"Clarksville town, Indiana",21228
2766,645778,"Marina city, California",21227
12694,2724308,"Golden Valley city, Minnesota",21208
6271,1712567,"Charleston city, Illinois",21202
24207,4722720,"East Ridge city, Tennessee",21193
28987,5575125,"South Milwaukee city, Wisconsin",21185
27047,5148450,"McNair CDP, Virginia",21183
10347,2205210,"Bayou Cane CDP, Louisiana",21173
6551,1731121,"Grayslake village, Illinois",21168
10936,2401975,"Arbutus CDP, Maryland",21167
535,176944,"Trussville city, Alabama",21145
21303,4139700,"Klamath Falls city, Oregon",21113
13676,2901972,"Arnold city, Missouri",21102
15732,3271600,"Sun Valley CDP, Nevada",21101
27686,5347735,"Mukilteo city, Washington",21101
18137,3710620,"Carrboro town, North Carolina",21099
5731,1530300,"Kapolei CDP, Hawaii",21086
12092,2651900,"Marquette city, Michigan",21081
27798,5361000,"Salmon Creek CDP, Washington",21068
9324,2025425,"Gardner city, Kansas",21059
10999,2412600,"Camp Springs CDP, Maryland",21058
2665,640704,"Lathrop city, California",21050
9792,2102368,"Ashland city, Kentucky",21035
25744,4857980,"Plainview city, Texas",21030
24447,4767760,"Shelbyville city, Tennessee",21028
18379,3735920,"Kinston city, North Carolina",21004
4916,1270345,"Sweetwater city, Florida",20989
12854,2737322,"Lino Lakes city, Minnesota",20950
9370,2031100,"Hays city, Kansas",20938
3024,658870,"Prunedale CDP, California",20928
13958,2923986,"Ferguson city, Missouri",20927
27682,5347490,"Mountlake Terrace city, Washington",20922
10894,2365725,"Sanford city, Maine",20920
12964,2745628,"New Hope city, Minnesota",20909
24841,4816696,"Corinth city, Texas",20908
11758,2608640,"Birmingham city, Michigan",20836
20724,4037800,"Jenks city, Oklahoma",20836
1986,602924,"Arvin city, California",20826
12375,2689140,"Ypsilanti city, Michigan",20804
5625,1378324,"Union City city, Georgia",20793
20037,3962848,"Piqua city, Ohio",20793
11037,2418250,"Cockeysville CDP, Maryland",20789
20171,3972424,"Sidney city, Ohio",20777
5002,1276500,"West Melbourne city, Florida",20768
14324,2952616,"Nixa city, Missouri",20757
4577,1239775,"Lealman CDP, Florida",20755
4100,1047030,"Middletown town, Delaware",20754
4462,1231075,"Holiday CDP, Florida",20745
11688,2600440,"Adrian city, Michigan",20743
23626,4566580,"Simpsonville city, South Carolina",20741
1935,600394,"Agoura Hills city, California",20736
21142,4103050,"Ashland city, Oregon",20733
16204,3455770,"Palisades Park borough, New Jersey",20716
3220,672996,"South El Monte city, California",20712
2710,642468,"Lomita city, California",20707
17475,3646668,"Merrick CDP, New York",20679
17418,3643082,"Lockport city, New York",20676
4749,1254525,"Palm Valley CDP, Florida",20672
24708,4810897,"Brushy Creek CDP, Texas",20666
27813,5364365,"Silverdale CDP, Washington",20664
23499,4541335,"Lexington town, South Carolina",20653
21750,4212536,"Chambersburg borough, Pennsylvania",20640
24636,4807492,"Belton city, Texas",20635
21340,4148650,"Milwaukie city, Oregon",20627
27704,5349940,"North Lynnwood CDP, Washington",20626
5760,1547600,"Makakilo CDP, Hawaii",20615
9461,2039825,"Liberal city, Kansas",20607
16230,3459640,"Pleasantville city, New Jersey",20568
28892,5563300,"Pleasant Prairie village, Wisconsin",20552
23393,4521985,"Easley city, South Carolina",20521
27668,5345870,"Mill Creek East CDP, Washington",20514
6748,1743250,"Libertyville village, Illinois",20504
19731,3942364,"Lebanon city, Ohio",20500
11508,2525485,"Gardner city, Massachusetts",20496
10715,2269225,"Shenandoah CDP, Louisiana",20481
20966,4065400,"Sapulpa city, Oklahoma",20477
2607,639003,"La Cañada Flintridge city, California",20474
27363,5307395,"Bothell West CDP, Washington",20472
17749,3663924,"Rotterdam CDP, New York",20470
4504,1235350,"Jasmine Estates CDP, Florida",20465
363,151696,"Mountain Brook city, Alabama",20438
3228,673290,"South San Jose Hills CDP, California",20423
18321,3730120,"Havelock city, North Carolina",20404
2783,646646,"Mead Valley CDP, California",20402
4056,1004130,"Bear CDP, Delaware",20401
5766,1551000,"Mililani Mauka CDP, Hawaii",20393
11547,2538435,"Marblehead CDP, Massachusetts",20393
17382,3640838,"Lake Ronkonkoma CDP, New York",20393
6332,1717458,"Crest Hill city, Illinois",20368
3628,830835,"Golden city, Colorado",20365
25591,4850100,"Murphy city, Texas",20361
14434,2960752,"Raymore city, Missouri",20358
19204,3902568,"Ashland city, Ohio",20348
20059,3964304,"Portsmouth city, Ohio",20343
1963,601640,"American Canyon city, California",20341
10507,2232755,"Hammond city, Louisiana",20325
3715,846355,"Louisville city, Colorado",20319
5007,1276675,"West Pensacola CDP, Florida",20314
6867,1749854,"Mokena village, Illinois",20313
10510,2233245,"Harvey CDP, Louisiana",20311
12979,2746924,"Northfield city, Minnesota",20297
15985,3421300,"Elmwood Park borough, New Jersey",20293
13147,2761492,"South St. Paul city, Minnesota",20280
9607,2056025,"Pittsburg city, Kansas",20278
20108,3968056,"Rocky River city, Ohio",20273
27033,5147064,"Lorton CDP, Virginia",20268
8297,1916230,"Coralville city, Iowa",20250
20015,3961028,"Parma Heights city, Ohio",20245
27081,5152658,"Montclair CDP, Virginia",20241
10742,2273640,"Sulphur city, Louisiana",20237
5147,1313688,"Cartersville city, Georgia",20235
1182,449640,"Nogales city, Arizona",20233
5796,1569050,"Schofield Barracks CDP, Hawaii",20229
15645,3222500,"Elko city, Nevada",20225
23668,4573870,"Wade Hampton CDP, South Carolina",20213
17316,3635254,"Holtsville CDP, New York",20201
2152,611691,"Casa de Oro-Mount Helix CDP, California",20196
8549,1939765,"Johnston city, Iowa",20172
11905,2627880,"Ferndale city, Michigan",20159
26921,5129552,"Franconia CDP, Virginia",20145
12121,2655020,"Monroe city, Michigan",20128
20844,4050100,"Mustang city, Oklahoma",20125
17109,3621809,"Eastchester CDP, New York",20099
4600,1241825,"Lynn Haven city, Florida",20095
19996,3958730,"Oregon city, Ohio",20085
11052,2421325,"Cumberland city, Maryland",20084
11446,2501360,"Amherst Center CDP, Massachusetts",20084
11699,2601340,"Allendale CDP, Michigan",20080
4306,1216675,"DeBary city, Florida",20079
23185,4283512,"West Mifflin borough, Pennsylvania",20075
18631,3761200,"Shelby city, North Carolina",20058
4174,1204350,"Bayshore Gardens CDP, Florida",20047
3531,815165,"Clifton CDP, Colorado",20045
22272,4239736,"King of Prussia CDP, Pennsylvania",20044
19831,3949434,"Miamisburg city, Ohio",20042
27875,5372625,"Tukwila city, Washington",20025
3084,662826,"Rosamond CDP, California",20024
14466,2962912,"Rolla city, Missouri",20013
26144,4874408,"Universal City city, Texas",19999
17563,3651517,"North Bellmore CDP, New York",19994
6723,1741742,"Lake Zurich village, Illinois",19983
22542,4252432,"Murrysville municipality, Pennsylvania",19972
3591,825280,"Evans city, Colorado",19967
22255,4238288,"Johnstown city, Pennsylvania",19967
28600,5528875,"Germantown village, Wisconsin",19956
2323,620697,"East Hemet CDP, California",19951
26043,4870208,"Stephenville city, Texas",19929
17799,3666212,"Selden CDP, New York",19928
27438,5315290,"Covington city, Washington",19918
14616,2977092,"Warrensburg city, Missouri",19890
4346,1221350,"Eustis city, Florida",19886
26776,5109188,"Brambleton CDP, Virginia",19876
24913,4820344,"Dickinson city, Texas",19874
14348,2954352,"Old Jamestown CDP, Missouri",19866
17284,3632732,"Hauppauge CDP, New York",19852
18161,3712960,"Clemmons village, North Carolina",19844
20008,3959416,"Painesville city, Ohio",19843
17980,3680225,"West Hempstead CDP, New York",19841
12544,2712700,"Columbia Heights city, Minnesota",19823
11972,2637100,"Haslett CDP, Michigan",19800
6447,1724634,"Evergreen Park village, Illinois",19796
17558,3651396,"North Amityville CDP, New York",19774
2516,633364,"Hermosa Beach city, California",19750
13246,2769700,"West St. Paul city, Minnesota",19750
21584,4203928,"Baldwin borough, Pennsylvania",19743
17673,3658574,"Plattsburgh city, New York",19734
20965,4065300,"Sand Springs city, Oklahoma",19727
11198,2444975,"Lake Shore CDP, Maryland",19724
2125,610256,"Cameron Park CDP, California",19706
17426,3643874,"Lynbrook village, New York",19706
27667,5345865,"Mill Creek city, Washington",19706
23164,4282704,"West Chester borough, Pennsylvania",19698
1942,600674,"Albany city, California",19682
17874,3672554,"Syosset CDP, New York",19669
3243,674130,"Stevenson Ranch CDP, California",19666
2608,639045,"La Crescenta-Montrose CDP, California",19658
26489,4958730,"Payson city, Utah",19647
20033,3962498,"Pickerington city, Ohio",19634
19978,3957386,"Norwood city, Ohio",19611
13256,2770420,"Willmar city, Minnesota",19608
1455,509460,"Bryant city, Arkansas",19607
26923,5129628,"Franklin Farm CDP, Virginia",19588
4539,1237648,"Lake Butler CDP, Florida",19575
170,125240,"Fairhope city, Alabama",19561
11201,2445525,"Langley Park CDP, Maryland",19561
27360,5307170,"Bonney Lake city, Washington",19560
27492,5323160,"Fairwood CDP (King County), Washington",19531
11428,2484375,"White Oak CDP, Maryland",19525
23103,4279277,"Upper St. Clair CDP, Pennsylvania",19524
5568,1371604,"Snellville city, Georgia",19521
20433,4005700,"Bethany city, Oklahoma",19508
2298,619402,"Dixon city, California",19488
22399,4246256,"McKeesport city, Pennsylvania",19488
2059,607218,"Blythe city, California",19486
15447,3138295,"Papillion city, Nebraska",19478
17124,3622612,"East Northport CDP, New York",19465
24534,4801576,"Alamo city, Texas",19442
4770,1256625,"Pinecrest village, Florida",19441
27343,5304475,"Battle Ground city, Washington",19439
16075,3434470,"Iselin CDP, New Jersey",19422
27747,5355365,"Port Angeles city, Washington",19419
26473,4955210,"North Salt Lake city, Utah",19413
12661,2721770,"Forest Lake city, Minnesota",19406
23271,4414140,"Central Falls city, Rhode Island",19395
10944,2403800,"Ballenger Creek CDP, Maryland",19394
16023,3426340,"Glassboro borough, New Jersey",19387
11087,2425750,"Elkridge CDP, Maryland",19367
4365,1223050,"Florida Ridge CDP, Florida",19362
25198,4834832,"Horizon City city, Texas",19331
17442,3644831,"Mamaroneck village, New York",19327
27477,5321240,"Ellensburg city, Washington",19307
18160,3712860,"Clayton town, North Carolina",19306
10090,2149368,"Madisonville city, Kentucky",19303
6072,1701010,"Alsip village, Illinois",19302
2156,611796,"Castaic CDP, California",19299
24563,4803264,"Angleton city, Texas",19280
16287,3466570,"Secaucus town, New Jersey",19279
6831,1747540,"Matteson village, Illinois",19277
5267,1330536,"Forest Park city, Georgia",19271
19301,3909064,"Broadview Heights city, Ohio",19262
15652,3224900,"Fernley city, Nevada",19261
6623,1735879,"Homewood village, Illinois",19252
2927,654232,"Orinda city, California",19248
13164,2762824,"Stillwater city, Minnesota",19232
24541,4801852,"Alice city, Texas",19226
7971,1868832,"Seymour city, Indiana",19225
17491,3647636,"Mineola village, New York",19223
2988,657288,"Pinole city, California",19191
6873,1750218,"Montgomery village, Illinois",19187
20400,4001700,"Altus city, Oklahoma",19181
478,169120,"Selma city, Alabama",19176
4184,1205200,"Belle Glade city, Florida",19175
6146,1704975,"Bellwood village, Illinois",19165
17585,3653748,"North Valley Stream CDP, New York",19153
11348,2468400,"Rosedale CDP, Maryland",19151
10893,2364675,"Saco city, Maine",19127
28659,5535950,"Howard village, Wisconsin",19121
21723,4211272,"Carlisle borough, Pennsylvania",19113
21433,4167100,"Sherwood city, Oregon",19107
14365,2955766,"Ozark city, Missouri",19091
28316,5485156,"Weirton city, West Virginia",19081
2688,641572,"Linda CDP, California",19072
16055,3430570,"Hawthorne borough, New Jersey",19065
609,205000,"Badger CDP, Alaska",19039
24487,4775320,"Tullahoma city, Tennessee",19037
7977,1869318,"Shelbyville city, Indiana",19034
534,176920,"Troy city, Alabama",19010
21137,4101850,"Altamont CDP, Oregon",18975
9554,2050475,"Newton city, Kansas",18972
3910,901150,"Ansonia city, Connecticut",18953
28788,5551575,"Middleton city, Wisconsin",18951
25673,4854132,"Orange city, Texas",18950
6193,1708576,"Brookfield village, Illinois",18937
19257,3905690,"Berea city, Ohio",18934
2930,654386,"Oroville city, California",18932
6712,1741105,"Lake Forest city, Illinois",18931
3738,851745,"Montrose city, Colorado",18918
18405,3738060,"Lexington city, North Carolina",18916
17059,3618388,"Cortland city, New York",18914
10131,2154642,"Murray city, Kentucky",18900
6363,1718992,"Deerfield village, Illinois",18896
5420,1351492,"Milledgeville city, Georgia",18892
1235,460180,"Rio Rico CDP, Arizona",18891
27329,5302585,"Arlington city, Washington",18884
20343,3984812,"White Oak CDP, Ohio",18875
24987,4824348,"Ennis city, Texas",18864
20229,3976022,"Sylvania city, Ohio",18857
20259,3978050,"Twinsburg city, Ohio",18849
15869,3402350,"Avenel CDP, New Jersey",18846
19820,3948482,"Mayfield Heights city, Ohio",18841
24704,4810780,"Brownwood city, Texas",18841
16382,3481950,"Woodbridge CDP, New Jersey",18836
16157,3448300,"Morristown town, New Jersey",18833
6656,1738115,"Jacksonville city, Illinois",18812
19305,3909288,"Brook Park city, Ohio",18807
26822,5115176,"Cherry Hill CDP, Virginia",18800
6997,1756926,"Ottawa city, Illinois",18779
20527,4014700,"Claremore city, Oklahoma",18777
26690,5066175,"South Burlington city, Vermont",18773
20341,3984742,"Whitehall city, Ohio",18749
26297,4908460,"Brigham City city, Utah",18736
4166,1203675,"Bartow city, Florida",18705
7419,1784038,"Yorkville city, Illinois",18691
17120,3622480,"East Massapequa CDP, New York",18689
6795,1745889,"Macomb city, Illinois",18684
26984,5139448,"Idylwood CDP, Virginia",18678
19523,3927706,"Forest Park city, Ohio",18675
9938,2125300,"Erlanger city, Kentucky",18674
13449,2839640,"Laurel city, Mississippi",18661
27068,5150568,"Meadowbrook CDP, Virginia",18659
4807,1259200,"Punta Gorda city, Florida",18656
5589,1374936,"Suwanee city, Georgia",18655
17741,3663473,"Ronkonkoma CDP, New York",18628
10797,2302100,"Augusta city, Maine",18626
16277,3465280,"Rutherford borough, New Jersey",18622
3835,869810,"Sherrelwood CDP, Colorado",18616
19951,3955916,"Niles city, Ohio",18613
17576,3653253,"North Massapequa CDP, New York",18591
28059,5426452,"Fairmont city, West Virginia",18575
6487,1727624,"Frankfort village, Illinois",18572
27651,5343815,"Martha Lake CDP, Washington",18566
11420,2483100,"Westminster city, Maryland",18557
13398,2826860,"Gautier city, Mississippi",18555
7129,1766027,"Round Lake village, Illinois",18533
6178,1707471,"Bourbonnais village, Illinois",18532
17942,3678146,"Wantagh CDP, New York",18525
26472,4955100,"North Ogden city, Utah",18525
16231,3459880,"Point Pleasant borough, New Jersey",18519
14530,2969266,"Spanish Lake CDP, Missouri",18511
5607,1376224,"Thomasville city, Georgia",18503
18104,3707080,"Boone town, North Carolina",18493
24631,4807300,"Bellaire city, Texas",18479
21266,4132050,"Happy Valley city, Oregon",18477
28861,5559925,"Onalaska city, Wisconsin",18452
3182,671106,"Shafter city, California",18433
6150,1705248,"Bensenville village, Illinois",18432
17472,3646514,"Melville CDP, New York",18418
27504,5324188,"Five Corners CDP, Washington",18405
12314,2680420,"Trenton city, Michigan",18392
11682,2581005,"Winthrop Town city, Massachusetts",18391
19206,3902638,"Ashtabula city, Ohio",18385
20607,4023700,"El Reno city, Oklahoma",18378
27375,5308552,"Bryn Mawr-Skyway CDP, Washington",18365
10307,2183676,"Winchester city, Kentucky",18364
28501,5517975,"Cudahy city, Wisconsin",18350
28769,5549675,"Marshfield city, Wisconsin",18326
25688,4854708,"Palestine city, Texas",18318
2185,613294,"Chowchilla city, California",18314
17522,3649407,"Nanuet CDP, New York",18312
15966,3418070,"Dover town, New Jersey",18307
5458,1356168,"North Druid Hills CDP, Georgia",18288
19477,3923618,"Eastlake city, Ohio",18284
4397,1225900,"Gibsonton CDP, Florida",18273
13872,2917272,"Creve Coeur city, Missouri",18259
6491,1727702,"Franklin Park village, Illinois",18257
11630,2562465,"Somerset CDP, Massachusetts",18257
17343,3637869,"Islip CDP, New York",18254
11174,2441250,"Hyattsville city, Maryland",18225
12767,2730140,"Hopkins city, Minnesota",18217
4864,1264975,"Seminole city, Florida",18206
1534,521070,"El Dorado city, Arkansas",18201
24798,4814929,"Cinco Ranch CDP, Texas",18200
20794,4044800,"McAlester city, Oklahoma",18198
20204,3974608,"Steubenville city, Ohio",18194
10627,2253545,"Natchitoches city, Louisiana",18176
7760,1844658,"Logansport city, Indiana",18169
11140,2432350,"Glassmanor CDP, Maryland",18158
10912,2382105,"Westbrook city, Maine",18156
528,176320,"Tillmans Corner CDP, Alabama",18150
27675,5346685,"Monroe city, Washington",18149
10997,2412350,"Calverton CDP, Maryland",18145
14236,2945668,"Manchester city, Missouri",18130
26037,4869908,"Stafford city, Texas",18092
20198,3974076,"Springboro city, Ohio",18084
11293,2459500,"Oxon Hill CDP, Maryland",18077
4645,1245465,"Midway CDP (Santa Rosa County), Florida",18070
13955,2923752,"Farmington city, Missouri",18047
25699,4854912,"Pampa city, Texas",18034
18401,3737680,"Leland town, North Carolina",18023
17370,3640189,"Lackawanna city, New York",18012
10213,2167944,"St. Matthews city, Kentucky",17993
3572,822035,"Durango city, Colorado",17986
9054,1982695,"Waukee city, Iowa",17980
3035,659500,"Rancho Mirage city, California",17975
16860,3602066,"Amsterdam city, New York",17974
1983,602868,"Arroyo Grande city, California",17971
26793,5111470,"Burke Centre CDP, Virginia",17969
1715,544600,"Maumelle city, Arkansas",17967
26388,4935190,"Highland city, Utah",17952
28779,5550825,"Menasha city, Wisconsin",17945
8047,1879208,"Vincennes city, Indiana",17944
6254,1711592,"Cary village, Illinois",17940
4144,1201675,"Apollo Beach CDP, Florida",17929
250,134024,"Helena city, Alabama",17928
29106,5588200,"Wisconsin Rapids city, Wisconsin",17905
16331,3473020,"Tinton Falls borough, New Jersey",17902
10957,2406400,"Beltsville CDP, Maryland",17890
11571,2545245,"Newburyport city, Massachusetts",17890
18402,3737760,"Lenoir city, North Carolina",17890
10501,2231915,"Gretna city, Louisiana",17888
15969,3418400,"Dumont borough, New Jersey",17882
26857,5120752,"Culpeper town, Virginia",17882
17783,3665431,"Scarsdale village, New York",17856
27237,5176416,"Sudley CDP, Virginia",17849
29286,5669845,"Sheridan city, Wyoming",17816
1978,602476,"Arcata city, California",17814
11361,2470775,"Seabrook CDP, Maryland",17808
25031,4826604,"Forney city, Texas",17793
5540,1367984,"St. Marys city, Georgia",17787
6816,1746916,"Marion city, Illinois",17774
5380,1346832,"Lithia Springs CDP, Georgia",17772
21188,4112400,"Central Point city, Oregon",17760
12013,2641680,"Jenison CDP, Michigan",17758
4035,978880,"Wallingford Center CDP, Connecticut",17756
4268,1213150,"Cocoa city, Florida",17748
3529,814587,"Cimarron Hills CDP, Colorado",17744
6530,1730094,"Godfrey village, Illinois",17733
18223,3720580,"Elizabeth City city, North Carolina",17732
4709,1251125,"Ojus CDP, Florida",17727
17621,3655574,"Oswego city, New York",17723
8764,1957360,"North Liberty city, Iowa",17721
12387,2700694,"Albert Lea city, Minnesota",17716
7256,1774223,"Sycamore city, Illinois",17712
6613,1735307,"Hinsdale village, Illinois",17705
4358,1222387,"Fish Hawk CDP, Florida",17698
11236,2451075,"Maryland City CDP, Maryland",17696
3152,669154,"Santa Fe Springs city, California",17669
13854,2916030,"Concord CDP, Missouri",17650
11390,2476650,"Takoma Park city, Maryland",17643
20241,3976778,"Tiffin city, Ohio",17638
11104,2428075,"Ferndale CDP, Maryland",17627
3085,662854,"Rosedale CDP, California",17603
2074,607624,"Bostonia CDP, California",17600
4851,1263425,"San Carlos Park CDP, Florida",17597
5937,1644290,"Kuna city, Idaho",17590
26845,5118448,"Colonial Heights city, Virginia",17582
26017,4869020,"South Houston city, Texas",17563
4615,1243083,"Marco Island city, Florida",17561
4403,1226100,"Glenvar Heights CDP, Florida",17560
5800,1572650,"Wahiawa CDP, Hawaii",17555
14051,2930214,"Hannibal city, Missouri",17551
4047,985810,"Willimantic CDP, Connecticut",17550
7006,1757394,"Palos Hills city, Illinois",17540
1063,422360,"Eloy city, Arizona",17537
14147,2939026,"Kirksville city, Missouri",17519
13516,2853520,"Ocean Springs city, Mississippi",17514
20231,3976106,"Tallmadge city, Ohio",17506
23413,4525540,"Five Forks CDP, South Carolina",17500
24617,4805984,"Bay City city, Texas",17487
15951,3414380,"Colonia CDP, New Jersey",17486
3360,682815,"Vincent CDP, California",17485
4835,1262425,"Safety Harbor city, Florida",17484
16113,3440440,"Lindenwold borough, New Jersey",17481
7843,1852740,"New Castle city, Indiana",17476
11512,2527100,"Greenfield Town city, Massachusetts",17474
6942,1753442,"North Aurora village, Illinois",17473
15688,3246000,"Mesquite city, Nevada",17467
28166,5452060,"Martinsburg city, West Virginia",17451
26767,5108472,"Bon Air CDP, Virginia",17428
19936,3955216,"New Philadelphia city, Ohio",17408
19955,3956294,"North Canton city, Ohio",17400
26787,5110776,"Buckhall CDP, Virginia",17399
27160,5165392,"Radford city, Virginia",17380
18014,3682942,"Woodmere CDP, New York",17376
19475,3923380,"East Cleveland city, Ohio",17375
12399,2701720,"Anoka city, Minnesota",17374
17331,3636233,"Huntington CDP, New York",17371
6832,1747553,"Mattoon city, Illinois",17370
8122,1901630,"Altoona city, Iowa",17354
21176,4110750,"Canby city, Oregon",17337
23301,4476820,"Westerly CDP, Rhode Island",17323
11332,2465312,"Redland CDP, Maryland",17317
181,126992,"Foley city, Alabama",17315
25604,4850580,"Nederland city, Texas",17284
25267,4838476,"Katy city, Texas",17265
20388,4000200,"Ada city, Oklahoma",17262
27072,5151192,"Merrifield CDP, Virginia",17243
21274,4133700,"Hermiston city, Oregon",17241
2838,649187,"Moraga town, California",17231
17457,3645997,"Massapequa Park village, New York",17223
11445,2501260,"Amesbury Town city, Massachusetts",17218
7694,1835302,"Huntington city, Indiana",17214
2698,641922,"Live Oak CDP, California",17213
748,240645,"Knik-Fairview CDP, Alaska",17203
20592,4022050,"Durant city, Oklahoma",17198
2478,630994,"Greenfield city, California",17188
17560,3651440,"North Babylon CDP, New York",17182
27020,5144280,"Laurel CDP, Virginia",17176
23330,4507210,"Bluffton town, South Carolina",17164
28370,5503425,"Ashwaubenon village, Wisconsin",17141
26225,4878544,"White Settlement city, Texas",17135
8277,1914520,"Clive city, Iowa",17134
13109,2757346,"St. Michael city, Minnesota",17128
14414,2959096,"Poplar Bluff city, Missouri",17112
25783,4859696,"Prosper town, Texas",17107
12347,2684940,"Wayne city, Michigan",17090
27297,5187240,"Wolf Trap CDP, Virginia",17086
26781,5109816,"Bristol city, Virginia",17077
5261,1328968,"Fayetteville city, Georgia",17069
4606,1242575,"Maitland city, Florida",17066
15332,3126385,"La Vista city, Nebraska",17062
23682,4575850,"West Columbia city, South Carolina",17056
21187,4112150,"Cedar Mill CDP, Oregon",17050
16919,3606387,"Bethpage CDP, New York",17016
26308,4911980,"Centerville city, Utah",17013
26085,4872284,"Terrell city, Texas",16997
5811,1577450,"Wailuku CDP, Hawaii",16995
26919,5129136,"Fort Hunt CDP, Virginia",16978
2748,644910,"McKinleyville CDP, California",16963
27958,5405332,"Beckley city, West Virginia",16963
5457,1356112,"North Decatur CDP, Georgia",16944
24248,4729920,"Goodlettsville city, Tennessee",16935
2550,636280,"Imperial city, California",16931
2363,622412,"El Segundo city, California",16929
26533,4970960,"South Ogden city, Utah",16918
11144,2433250,"Glenmont CDP, Maryland",16917
14194,2941438,"Lemay CDP, Missouri",16909
10791,2283405,"Zachary city, Louisiana",16879
11634,2563345,"Southbridge Town city, Massachusetts",16858
1984,602896,"Artesia city, California",16853
19444,3921308,"Defiance city, Ohio",16848
4665,1247550,"Myrtle Grove CDP, Florida",16839
27097,5155272,"Neabsco CDP, Virginia",16839
6879,1750621,"Morton village, Illinois",16833
7192,1769758,"Shorewood village, Illinois",16809
10456,2224390,"Estelle CDP, Louisiana",16791
19976,3957302,"Norwalk city, Ohio",16790
6739,1742795,"Lemont village, Illinois",16780
9849,2111170,"Burlington CDP, Kentucky",16776
27399,5311160,"Centralia city, Washington",16771
26983,5139304,"Hybla Valley CDP, Virginia",16768
16174,3451660,"New Milford borough, New Jersey",16760
6324,1716691,"Country Club Hills city, Illinois",16756
13119,2758612,"Sartell city, Minnesota",16749
22711,4260120,"Phoenixville borough, Pennsylvania",16743
17365,3639672,"Kings Park CDP, New York",16733
21382,4157150,"Pendleton city, Oregon",16709
2880,651476,"Nipomo CDP, California",16706
26952,5133584,"Groveton CDP, Virginia",16704
24463,4770500,"Springfield city, Tennessee",16692
7360,1780047,"Westchester village, Illinois",16687
19889,3953102,"Mount Vernon city, Ohio",16681
3342,681708,"Valle Vista CDP, California",16672
24203,4722200,"Dyersburg city, Tennessee",16666
9909,2119882,"Danville city, Kentucky",16657
21240,4126750,"Four Corners CDP, Oregon",16648
21369,4153900,"Oak Grove CDP, Oregon",16648
25760,4858904,"Portland city, Texas",16618
24689,4810156,"Brenham city, Texas",16616
4220,1209000,"Brownsville CDP, Florida",16615
2205,614274,"Coalinga city, California",16612
11075,2424475,"Easton town, Maryland",16606
26077,4871948,"Taylor city, Texas",16603
